Código del Set,Nombre del Set,Año de Lanzamiento,PVP,Precio como Nuevo,Precio como Usado,Valoración de Usuarios
911511,911511:  Jedi Weapon Stand,Año no disponible,PVP no disponible,~€4.22,~€7.83,✭✭✭✩✩ 3.0 44 ratings 1 review
911607,911607:  Millennium Falcon,Año no disponible,PVP no disponible,~€6.80,~€1.65,✭✭✭✭✩ 3.8 78 ratings 2 reviews
911608,911608:  Landspeeder,Año no disponible,PVP no disponible,~€3.62,~€2.60,✭✭✭✭✩ 3.5 58 ratings 1 review
911609,911609:  Naboo Starfighter,Año no disponible,PVP no disponible,~€5.14,~€2.48,✭✭✭✩✩ 3.2 62 ratings 1 review
911610,911610:  Probe Droid,Año no disponible,PVP no disponible,~€5.56,~€2.95,✭✭✭✭✩ 3.5 74 ratings
911611,911611:  AAT,Año no disponible,PVP no disponible,~€5.58,~€2.75,✭✭✭✭✩ 3.4 52 ratings 1 review
911612,911612:  Acklay,Año no disponible,PVP no disponible,~€6.96,~€4.63,✭✭✭✭✩ 3.8 81 ratings 1 review
911613,911613:  TIE Bomber,Año no disponible,PVP no disponible,~€4.48,~€3.27,✭✭✭✭✩ 3.6 54 ratings
911614,911614:  Yoda's Hut,Año no disponible,PVP no disponible,~€6.40,~€3.11,✭✭✭✩✩ 3.1 55 ratings
911615,911615:  AT-AT,Año no disponible,PVP no disponible,~€5.15,~€2.78,✭✭✭✭✩ 3.8 59 ratings
911616,911616:  MTT,Año no disponible,PVP no disponible,~€5.19,~€2.98,✭✭✭✩✩ 3.2 62 ratings
911617,911617:  Palpatine's Shuttle,Año no disponible,PVP no disponible,~€5.55,~€1.35,✭✭✭✭✩ 3.3 58 ratings
911618,911618:  Flash Speeder,Año no disponible,PVP no disponible,~€3.98,~€2.05,✭✭✭✭✩ 3.7 49 ratings 1 review
911719,911719:  Kanan Jarrus,Año no disponible,PVP no disponible,~€20.10,~€4.47,✭✭✭✭✩ 4.0 92 ratings 2 reviews
911720,911720:  Ghost,Año no disponible,PVP no disponible,~€8.50,~€3.15,✭✭✭✭✩ 3.6 67 ratings 1 review
911721,911721:  Imperial Combat Driver,Año no disponible,PVP no disponible,~€14.84,~€4.98,✭✭✭✭✩ 3.7 98 ratings 1 review
911722,911722:  TIE Advanced,Año no disponible,PVP no disponible,~€4.62,~€1.81,✭✭✭✭✩ 3.6 57 ratings 1 review
911723,911723:  Vulture Droid,Año no disponible,PVP no disponible,~€4.15,~€4.36,✭✭✭✩✩ 3.1 59 ratings
911724,911724:  A-wing,Año no disponible,PVP no disponible,~€3.58,~€2.78,✭✭✭✭✩ 4.0 50 ratings
911725,911725:  Sandcrawler,Año no disponible,PVP no disponible,~€4.74,~€2.54,✭✭✭✭✩ 3.6 73 ratings
911726,911726:  Imperial Snowtrooper,Año no disponible,PVP no disponible,~€5.61,~€5.10,✭✭✭✭✩ 3.8 88 ratings 1 review
911727,911727:  Rey's Speeder,Año no disponible,PVP no disponible,~€3.18,~€2.37,✭✭✭✭✩ 3.8 45 ratings
911728,911728:  First Order Snowspeeder,Año no disponible,PVP no disponible,~€4.04,~€1.74,✭✭✭✭✩ 3.3 44 ratings
911729,911729:  Droid Gunship,Año no disponible,PVP no disponible,~€4.21,~€3.73,✭✭✭✭✩ 3.4 51 ratings
911730,911730:  Y-wing,Año no disponible,PVP no disponible,~€6.27,~€1.86,✭✭✭✭✩ 3.9 65 ratings
911831,911831:  Kylo Ren's Shuttle,Año no disponible,PVP no disponible,~€3.19,~€2.05,✭✭✭✩✩ 3.2 62 ratings 1 review
911832,911832:  Imperial Shuttle Pilot,Año no disponible,PVP no disponible,~€6.03,~€3.98,✭✭✭✭✩ 3.8 84 ratings
911833,911833:  Imperial Shuttle,Año no disponible,PVP no disponible,~€4.27,~€3.71,✭✭✭✭✩ 3.5 66 ratings 1 review
911834,911834:  Finn,Año no disponible,PVP no disponible,~€3.72,~€3.74,✭✭✭✭✩ 3.5 88 ratings
911835,911835:  Dwarf Spider Droid,Año no disponible,PVP no disponible,~€5.53,~€1.18,✭✭✭✭✩ 3.7 62 ratings
911836,911836:  Quadjumper,Año no disponible,PVP no disponible,~€3.97,~€2.85,✭✭✭✭✩ 3.3 50 ratings
911837,911837:  AT-ST,Año no disponible,PVP no disponible,~€3.40,~€1.97,✭✭✭✭✩ 3.6 66 ratings 2 reviews
911838,911838:  Probe Droid,Año no disponible,PVP no disponible,~€4.48,~€2.48,✭✭✭✭✩ 3.7 70 ratings
911839,911839:  Obi-Wan Kenobi,Año no disponible,PVP no disponible,~€7.00,~€5.33,✭✭✭✭✩ 4.2 96 ratings 1 review
911840,911840:  Droideka,Año no disponible,PVP no disponible,~€4.99,~€3.25,✭✭✭✭✩ 3.6 67 ratings
911841,911841:  Poe Dameron's X-wing,Año no disponible,PVP no disponible,~€3.18,~€3.71,✭✭✭✭✩ 3.4 53 ratings
911842,911842:  Star Destroyer,Año no disponible,PVP no disponible,~€3.49,~€3.92,✭✭✭✭✩ 3.8 52 ratings 2 reviews
911943,911943:  Luke Skywalker,Año no disponible,PVP no disponible,~€8.15,~€5.02,✭✭✭✭✩ 3.9 80 ratings 1 review
911944,911944:  Resistance Bomber,Año no disponible,PVP no disponible,~€4.25,~€1.64,✭✭✭✭✩ 3.5 51 ratings 1 review
911945,911945:  Slave I,Año no disponible,PVP no disponible,~€3.69,~€2.79,✭✭✭✭✩ 3.5 61 ratings 1 review
911946,911946:  U-wing,Año no disponible,PVP no disponible,~€3.63,~€0.61,✭✭✭✭✩ 3.3 43 ratings 1 review
911947,911947:  IG-88,Año no disponible,PVP no disponible,~€5.44,Precio usado no disponible,✭✭✭✭✩ 4.0 62 ratings
911948,911948:  AT-M6,Año no disponible,PVP no disponible,~€3.68,~€3.71,✭✭✭✭✩ 3.5 50 ratings 2 reviews
911949,911949:  Millennium Falcon,Año no disponible,PVP no disponible,~€3.40,~€1.31,✭✭✭✭✩ 3.7 57 ratings 1 review
911950,911950:  B-wing,Año no disponible,PVP no disponible,~€4.09,~€1.35,✭✭✭✭✩ 3.6 53 ratings 1 review
911951,911951:  First Order Stormtrooper,Año no disponible,PVP no disponible,~€6.83,~€5.27,✭✭✭✭✩ 4.0 61 ratings
911952,911952:  Jedi Interceptor,Año no disponible,PVP no disponible,~€4.47,~€2.34,✭✭✭✭✩ 3.6 49 ratings 1 review
911953,911953:  First Order SF TIE Fighter,Año no disponible,PVP no disponible,~€3.54,~€4.05,✭✭✭✩✩ 3.2 48 ratings
911954,911954:  Kylo Ren's TIE Silencer,Año no disponible,PVP no disponible,~€3.02,~€4.05,✭✭✭✭✩ 3.5 42 ratings 1 review
912055,912055:  Snowspeeder,Año no disponible,PVP no disponible,~€3.21,~€1.57,✭✭✭✩✩ 3.2 53 ratings
912056,912056:  TIE Striker,Año no disponible,PVP no disponible,~€3.02,~€2.30,✭✭✭✩✩ 3.2 43 ratings 1 review
912057,912057:  R2-D2 and MSE-6,Año no disponible,PVP no disponible,~€5.07,~€4.57,✭✭✭✭✩ 3.6 40 ratings
912058,912058:  Sith Infiltrator,Año no disponible,PVP no disponible,~€3.83,~€4.05,✭✭✭✭✩ 3.3 36 ratings 1 review
912059,912059:  Elite Praetorian Guard,Año no disponible,PVP no disponible,~€6.52,~€3.53,✭✭✭✭✩ 3.9 78 ratings
912060,912060:  A-wing,Año no disponible,PVP no disponible,~€3.02,~€1.71,✭✭✭✭✩ 3.4 35 ratings 1 review
912061,912061:  AT-AT,Año no disponible,PVP no disponible,~€4.13,~€2.01,✭✭✭✩✩ 3.1 38 ratings
912062,912062:  Stormtrooper,Año no disponible,PVP no disponible,~€7.82,~€4.49,✭✭✭✭✭ 4.4 57 ratings
912063,912063:  Resistance X-wing,Año no disponible,PVP no disponible,~€2.98,~€2.74,✭✭✭✭✩ 3.5 32 ratings 1 review
912064,912064:  Sith Eternal TIE Dagger,Año no disponible,PVP no disponible,~€3.75,~€3.93,✭✭✭✭✩ 3.4 35 ratings
912065,912065:  Luke Skywalker,Año no disponible,PVP no disponible,~€7.99,~€6.97,✭✭✭✭✭ 4.4 101 ratings 2 reviews
912066,912066:  Jedi Interceptor,Año no disponible,PVP no disponible,~€2.98,~€3.40,✭✭✭✭✩ 3.5 31 ratings
912067,912067:  TIE Interceptor,Año no disponible,PVP no disponible,~€3.61,~€3.15,✭✭✭✭✩ 3.4 40 ratings
912168,912168:  Mandalorian,Año no disponible,PVP no disponible,~€7.46,~€5.02,✭✭✭✭✩ 4.1 59 ratings
912169,912169:  Emperor Palpatine,Año no disponible,PVP no disponible,~€9.98,~€8.66,✭✭✭✭✭ 4.3 79 ratings 1 review
912170,912170:  V-wing,Año no disponible,PVP no disponible,~€3.06,~€2.35,✭✭✭✭✩ 3.6 31 ratings Brickset review
912171,912171:  TIE Bomber,Año no disponible,PVP no disponible,~€3.15,~€2.30,✭✭✭✭✩ 3.3 32 ratings
912172,912172:  Jedi Starfighter,Año no disponible,PVP no disponible,~€3.14,~€3.04,✭✭✭✭✩ 3.5 27 ratings
912173,912173:  Rey and BB-8,Año no disponible,PVP no disponible,~€7.67,~€4.17,✭✭✭✭✩ 3.9 68 ratings
912174,912174:  Sith Trooper,Año no disponible,PVP no disponible,~€6.45,Precio usado no disponible,✭✭✭✭✩ 4.0 46 ratings
912175,912175:  AT-ST Raider,Año no disponible,PVP no disponible,~€3.43,~€2.73,✭✭✭✭✩ 3.3 29 ratings
912176,912176:  Clone Turbo Tank,Año no disponible,PVP no disponible,~€4.47,Precio usado no disponible,✭✭✭✭✩ 3.7 33 ratings
912177,912177:  Resistance A-wing,Año no disponible,PVP no disponible,~€3.54,~€2.04,✭✭✭✩✩ 3.0 26 ratings
912178,912178:  Republic Gunship,Año no disponible,PVP no disponible,~€4.28,~€4.05,✭✭✭✭✩ 4.0 29 ratings
912179,912179:  Snowtrooper,Año no disponible,PVP no disponible,~€4.56,Precio usado no disponible,✭✭✭✭✩ 4.0 58 ratings 1 review
912280,912280:  Millennium Falcon,Año no disponible,PVP no disponible,~€3.72,~€5.07,✭✭✭✭✩ 3.9 38 ratings
912281,912281:  Clone Trooper,Año no disponible,PVP no disponible,~€6.96,Precio usado no disponible,✭✭✭✭✩ 4.0 66 ratings 1 review
912282,912282:  AT-AT,Año no disponible,PVP no disponible,~€4.52,~€3.63,✭✭✭✭✩ 3.6 29 ratings
912283,912283:  Tusken Raider,Año no disponible,PVP no disponible,~€5.11,~€3.24,✭✭✭✭✩ 3.9 42 ratings
912284,912284:  Razor Crest,Año no disponible,PVP no disponible,~€4.39,~€2.32,✭✭✭✭✩ 3.7 29 ratings
912285,912285:  Darth Maul,Año no disponible,PVP no disponible,~€7.00,~€5.69,✭✭✭✭✩ 4.2 57 ratings
912286,912286:  Mandalorian Warrior,Año no disponible,PVP no disponible,~€7.16,~€6.48,✭✭✭✭✩ 4.2 67 ratings 1 review
912287,912287:  Mandalorian Starfighter,Año no disponible,PVP no disponible,~€3.93,~€1.72,
912288,912288:  TIE Whisper,Año no disponible,PVP no disponible,~€3.74,~€2.29,
912289,912289:  Princess Leia,Año no disponible,PVP no disponible,~€7.02,~€5.10,✭✭✭✭✭ 4.4 40 ratings
912290,912290:  Imperial Light Cruiser,Año no disponible,PVP no disponible,~€3.42,~€4.02,
912291,912291:  Luke Skywalker,Año no disponible,PVP no disponible,~€4.76,Precio usado no disponible,✭✭✭✭✩ 3.8 32 ratings
912302,912302:  Bo-Katan Kryze,Año no disponible,PVP no disponible,~€7.95,~€5.09,✭✭✭✭✩ 4.0 75 ratings 2 reviews
912303,912303:  212th Clone Trooper,Año no disponible,PVP no disponible,~€8.05,Precio usado no disponible,✭✭✭✭✩ 3.9 82 ratings 1 review
912304,912304:  X-wing,Año no disponible,PVP no disponible,~€3.27,Precio usado no disponible,✭✭✭✭✩ 3.7 29 ratings
912305,912305:  Obi-Wan Kenobi,Año no disponible,PVP no disponible,~€5.72,Precio usado no disponible,✭✭✭✭✩ 3.9 39 ratings 1 review
912306,912306:  Y-wing,Año no disponible,PVP no disponible,~€3.53,~€3.00,✭✭✭✭✩ 3.6 21 ratings
912307,912307:  Scout Trooper,Año no disponible,PVP no disponible,~€5.55,Precio usado no disponible,✭✭✭✭✩ 4.0 49 ratings 1 review
912308,912308:  AT-TE,Año no disponible,PVP no disponible,~€4.04,~€2.27,✭✭✭✭✩ 4.2 25 ratings
912309,912309:  Stormtrooper,Año no disponible,PVP no disponible,~€6.03,Precio usado no disponible,✭✭✭✭✭ 4.3 32 ratings 1 review
912310,912310:  C-3PO & Gonk Droid,Año no disponible,PVP no disponible,~€5.53,~€3.26,✭✭✭✭✩ 4.1 41 ratings
912311,912311:  TIE Advanced,Año no disponible,PVP no disponible,~€3.96,Precio usado no disponible,
912312,912312:  Yoda's Jedi Starfighter,Año no disponible,PVP no disponible,~€3.69,Precio usado no disponible,
912313,912313:  Republic Fighter Tank,Año no disponible,PVP no disponible,~€4.39,Precio usado no disponible,
912401,912401:  Mandalorian Pilot,Año no disponible,PVP no disponible,~€6.12,Precio usado no disponible,✭✭✭✭✩ 3.8 32 ratings
912402,912402:  Emperor Palpatine,Año no disponible,PVP no disponible,~€6.41,~€6.07,✭✭✭✭✭ 4.3 34 ratings 1 review
912403,912403:  Coruscant Guard,Año no disponible,PVP no disponible,~€6.09,Precio usado no disponible,✭✭✭✭✩ 4.1 34 ratings
912404,912404:  Chewbacca,Año no disponible,PVP no disponible,~€5.36,Precio usado no disponible,1 review
912405,912405:  The Mandalorian's N-1 Starfighter,Año no disponible,PVP no disponible,~€4.25,Precio usado no disponible,
912406,912406:  Imperial Shuttle,Año no disponible,PVP no disponible,~€4.69,Precio usado no disponible,
912407,912407:  501st Specialist,Año no disponible,PVP no disponible,~€5.47,Precio usado no disponible,✭✭✭✭✩ 4.0 26 ratings
912408,912408:  Darth Vader,Año no disponible,PVP no disponible,~€9.61,Precio usado no disponible,
912408,912408:  Darth Vader,Año no disponible,PVP no disponible,~€9.44,Precio usado no disponible,
912409,912409:  Clone Trooper,Año no disponible,PVP no disponible,~€5.19,Precio usado no disponible,
912410,912410:  TIE Pilot,Año no disponible,PVP no disponible,~€6.58,Precio usado no disponible,
912411,912411:  T-6 Jedi Shuttle,Año no disponible,PVP no disponible,~€4.91,Precio usado no disponible,
2853590,2853590:  Stormtrooper,Año no disponible,$2.99,~€147.62,~€98.33,✭✭✭✭✩ 4.2 90 ratings 8 reviews
2853835,2853835:  Boba Fett,Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 4.2 46 ratings 4 reviews
2856197,2856197:  Shadow ARF Trooper,Año no disponible,$0.00,~€345.97,~€278.32,✭✭✭✭✭ 4.3 59 ratings 2 reviews
4002019,4002019:  Christmas X-wing,Año no disponible,PVP no disponible,~€678.19,~€612.10,✭✭✭✭✭ 4.4 65 ratings
4207901,4207901:  Star Wars MINI Bonus Pack,Año no disponible,PVP no disponible,~€76.48,~€41.75,
4521221,4521221:  Gold Chrome Plated C-3PO,Año no disponible,$0.00,~€4346.21,~€437.30,✭✭✭✭✭ 4.3 20 ratings 2 reviews
4547551,4547551:  Darth Vader,Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✭ 4.3 69 ratings 13 reviews
5000062,5000062:  Darth Maul,Año no disponible,PVP no disponible,~€46.39,~€24.71,✭✭✭✭✭ 4.4 92 ratings 2 reviews
5000063,5000063:  TC-14,Año no disponible,PVP no disponible,~€116.82,~€97.08,✭✭✭✭✭ 4.3 115 ratings 4 reviews Brickset review
5001621,5001621:  Han Solo (Hoth),Año no disponible,PVP no disponible,~€9.80,~€5.30,✭✭✭✭✩ 3.8 133 ratings 2 reviews
5001709,5001709:  Clone Trooper Lieutenant,Año no disponible,PVP no disponible,~€39.52,~€27.83,✭✭✭✭✩ 4.0 127 ratings 2 reviews
5002122,5002122:  TC-4,Año no disponible,PVP no disponible,~€17.95,~€11.69,✭✭✭✭✩ 4.1 92 ratings 2 reviews
5002123,5002123:  Darth Revan,Año no disponible,PVP no disponible,~€279.12,~€198.75,✭✭✭✭✭ 4.3 201 ratings 6 reviews
5002938,5002938:  Stormtrooper Sergeant,Año no disponible,PVP no disponible,~€12.35,~€9.65,✭✭✭✭✩ 4.0 160 ratings 3 reviews
5002939,5002939:  The Phantom,Año no disponible,PVP no disponible,~€8.34,~€3.71,✭✭✭✭✩ 3.4 20 ratings
5002947,5002947:  Admiral Yularen,Año no disponible,PVP no disponible,~€60.30,~€48.43,✭✭✭✭✩ 4.1 213 ratings 1 review
5002948,5002948:  C-3PO,Año no disponible,$3.99,~€9.11,~€5.88,✭✭✭✭✩ 4.2 375 ratings 7 reviews Brickset review
5004406,5004406:  First Order General,Año no disponible,PVP no disponible,~€5.68,~€4.85,✭✭✭✭✩ 3.7 218 ratings 3 reviews Brickset review
5004408,5004408:  Rebel A-wing Pilot,Año no disponible,€0.01,~€6.25,~€3.69,✭✭✭✭✩ 3.9 261 ratings 3 reviews Brickset review
5005376,5005376:  Star Wars Anniversary Pod,Año no disponible,PVP no disponible,~€21.89,~€10.36,✭✭✭✭✩ 3.9 237 ratings 2 reviews Brickset review
5005704,5005704:  LEGO Star Wars Mystery Box,Año no disponible,PVP no disponible,~€75.52,Precio usado no disponible,
5005747,5005747:  Black Card Display Stand,Año no disponible,PVP no disponible,~€280.49,~€200.88,✭✭✭✭✩ 3.4 63 ratings 1 review Brickset review
5007872,5007872:  Lucas Yoda Fountain,Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,
5009086,5009086:  Gasgano's Podracer,Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,
6176782,6176782:  Escape the Space Slug,Año no disponible,PVP no disponible,~€189.83,~€53.93,✭✭✭✭✭ 4.3 33 ratings Brickset review
6250658,6250658:  Yoda,Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,
6252770,6252770:  Leia Organa,Año no disponible,PVP no disponible,~€15.14,~€3.06,
6252808,6252808:  Chewbacca,Año no disponible,PVP no disponible,~€74.21,Precio usado no disponible,
6252810,6252810:  Han Solo,Año no disponible,PVP no disponible,~€72.36,Precio usado no disponible,
6252811,6252811:  Obi-Wan Kenobi,Año no disponible,PVP no disponible,~€46.25,Precio usado no disponible,
6252812,6252812:  Luke Skywalker,Año no disponible,PVP no disponible,~€41.75,Precio usado no disponible,
6346097,6346097:  Yoda's Lightsaber,Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,
6346098,6346098:  Yoda's Lightsaber,Año no disponible,PVP no disponible,~€89.86,Precio usado no disponible,✭✭✭✭✩ 4.1 51 ratings Brickset review
6382975,6382975:  Tantive IV,Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,
6476267,6476267:  Star Wars Celebration Europe 2023 Promotional Tile,Año no disponible,PVP no disponible,~€19.26,Precio usado no disponible,
6520657,6520657:  X-wing,Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,
6522101,6522101:  X-wing,Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,
6523825,6523825:  Naboo Fighter,Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,
6523826,6523826:  Millennium Falcon,Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,
6525757,"6525757:  Darth Vader, Princess Leia, Yoda",Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,
6528899,6528899:  Darth Vader,Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,
6528900,6528900:  Princess Leia,Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,
Código no disponible,White Boba Fett minifig and Star Wars book,Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,
Código no disponible,Tatooine Mini-build,Año no disponible,PVP no disponible,~€647.66,~€88.05,
Código no disponible,Mini Millennium Falcon,Año no disponible,PVP no disponible,~€18.61,~€18.51,
Código no disponible,Mini Star Destroyer,Año no disponible,PVP no disponible,Precio nuevo no disponible,~€11.10,
Código no disponible,Mini TIE Fighter,Año no disponible,PVP no disponible,Precio nuevo no disponible,~€18.51,
Código no disponible,Mini X-wing,Año no disponible,PVP no disponible,Precio nuevo no disponible,~€18.51,
Código no disponible,Detention Block Rescue,Año no disponible,$39.99,~€417.48,~€183.69,✭✭✭✭✩ 3.9 25 ratings
Código no disponible,Fan Celebration V - CubeDude - The Bounty Hunter Edition,Año no disponible,$75.00,~€114.08,Precio usado no disponible,1 review
Código no disponible,Mini Slave I,Año no disponible,PVP no disponible,~€203.66,~€46.39,
Código no disponible,Clone Wars (SDCC 2008 exclusive),Año no disponible,$75.99,~€4638.65,~€119.63,
Código no disponible,Collectable Display Set 1,Año no disponible,$49.99,~€460.11,~€278.32,
Código no disponible,Collectable Display Set 2,Año no disponible,$49.99,~€1159.66,Precio usado no disponible,
Código no disponible,Collectable Display Set 4,Año no disponible,$49.99,~€788.57,~€371.09,
Código no disponible,Collectable Display Set 5,Año no disponible,$49.99,~€510.25,~€185.55,
Código no disponible,Collectable Display Set 3,Año no disponible,$49.99,~€742.18,~€278.32,
Código no disponible,Collectable Display Set 6,Año no disponible,$49.99,~€780.18,~€106.69,
Código no disponible,Mini Republic Dropship Mini AT-TE Brickmaster Pack (SDCC 2009 exclusive),Año no disponible,$50.00,~€332.21,~€44.18,
Código no disponible,Holo-Brick Archives (SDCC 2009 exclusive),Año no disponible,PVP no disponible,~€273.50,~€459.23,
Código no disponible,San Diego Comic Con 2010 Exclusive - CubeDude - The Clone Wars Edition,Año no disponible,$75.00,~€231.93,~€157.71,
Código no disponible,LEGO Star Wars Advent Calendar (SDCC 2011 exclusive),Año no disponible,$50.00,~€796.62,Precio usado no disponible,
Código no disponible,Sith Infiltrator (SDCC 2012 exclusive),Año no disponible,$40.00,~€391.97,Precio usado no disponible,Brickset review
Código no disponible,Luke Skywalker's Landspeeder - Mini - New York Comic-Con 2012 Exclusive,Año no disponible,PVP no disponible,~€962.42,~€55.66,
Código no disponible,Jek-14 Mini Stealth Starfighter,Año no disponible,$39.99,~€555.17,~€208.22,
Código no disponible,The Ghost Starship,Año no disponible,PVP no disponible,~€700.27,~€74.22,
Código no disponible,The Ghost Starship,Año no disponible,PVP no disponible,~€700.07,~€278.32,
Código no disponible,Tatooine Mini Build,Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,
Código no disponible,Luke Skywalker,Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,
Código no disponible,Luke,Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,
Código no disponible,Holocron Droid,Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,
Código no disponible,Yoda Display Box,Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,
Código no disponible,Porg,Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,Brickset review
Código no disponible,Anakin Skywalker (International Toy Fair 2005 Exclusive Figure),Año no disponible,$0.00,Precio nuevo no disponible,Precio usado no disponible,
Código no disponible,Luminara Unduli (International Toy Fair 2005 Exclusive Figure),Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,
Código no disponible,Star Wars Celebration IV Exclusive,Año no disponible,$49.99,Precio nuevo no disponible,Precio usado no disponible,
Código no disponible,Star Wars Miniland Figures (Toy Fair 2011 Collector's Party),Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,1 review
Código no disponible,Dagobah Mini-build,Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,
Código no disponible,Darth Vader (Nürnberg Toy Fair 2005 Exclusive Figure),Año no disponible,PVP no disponible,~€1564.98,Precio usado no disponible,1 review
Código no disponible,X-wing,Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,✭✭✭✩✩ 3.2 57 ratings 4 reviews
Código no disponible,Millennium Falcon,Año no disponible,$4.99,Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 3.6 65 ratings 4 reviews
Código no disponible,Tantive IV,Año no disponible,PVP no disponible,~€30.91,~€18.54,
Código no disponible,Toy Fair 2005 Star Wars V.I.P. Gala Set,Año no disponible,$0.00,~€463.85,~€25.64,
Código no disponible,Jek-14 Stealth Fighter,Año no disponible,PVP no disponible,~€18.51,~€14.19,
Código no disponible,BB-8,Año no disponible,PVP no disponible,~€13.87,~€10.48,✭✭✭✩✩ 3.1 25 ratings
Código no disponible,LEGO Star Wars Millennium Falcon,Año no disponible,PVP no disponible,~€13.92,~€15.15,✭✭✭✭✩ 3.3 31 ratings 1 review
Código no disponible,Micro Ghost,Año no disponible,PVP no disponible,~€15.50,~€10.25,
Código no disponible,Princess Leia,Año no disponible,PVP no disponible,~€40.43,~€0.85,1 review
Código no disponible,Millennium Falcon,Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,
Código no disponible,TIE Fighter,Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,
Código no disponible,Wookiee Gunship,Año no disponible,PVP no disponible,Precio nuevo no disponible,~€11.13,
Código no disponible,X-wing Fighter,Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,
Código no disponible,Poe's X-wing Fighter,Año no disponible,PVP no disponible,~€13.87,~€1.36,✭✭✭✭✩ 3.5 26 ratings
Código no disponible,X-wing Trench Run,Año no disponible,PVP no disponible,~€13.64,~€16.94,
Código no disponible,Mini X-wing Fighter,Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,
Código no disponible,"Yoda minifig, NY I Heart Torso",Año no disponible,PVP no disponible,~€2622.04,Precio usado no disponible,1 review
Código no disponible,Holocron Chamber,Año no disponible,PVP no disponible,~€4532.80,~€239.66,
