Código del Set,Nombre del Set,Año de Lanzamiento,PVP,Precio como Nuevo,Precio como Usado,Valoración de Usuarios
75283,75283:  Armored Assault Tank (AAT),1 Aug 2020 - 31 Dec 2022 (2y 4m 29d),"$39.99, €39.99 | More",~€46.95,~€35.77,✭✭✭✭✩ 3.9 844 ratings 10 reviews Brickset review
75284,75284:  Knights of Ren Transport Ship,1 Aug 2020 - 31 Dec 2021 (1y 4m 30d),"$69.99, €69.99 | More",~€59.22,~€40.51,✭✭✭✭✩ 3.5 222 ratings 4 reviews Brickset review
75286,75286:  General Grievous's Starfighter,1 Aug 2020 - 31 Dec 2021 (1y 4m 30d),"$79.99, €79.99 | More",~€127.92,~€86.34,✭✭✭✭✩ 3.7 277 ratings 6 reviews Brickset review
75288,75288:  AT-AT,1 Aug 2020 - 31 Dec 2023 (3y 4m 29d),"$169.99, €169.99 | More",~€153.78,~€122.87,✭✭✭✭✭ 4.4 758 ratings 8 reviews Brickset review
75290,75290:  Mos Eisley Cantina,1 Oct 2020 - 31 Dec 2024 (4y 2m 30d),"$399.99, €399.99 | More",~€349.14,~€307.46,✭✭✭✭✭ 4.5 660 ratings 5 reviews Brickset review
75291,75291:  Death Star Final Duel,1 Aug 2020 - 31 Dec 2021 (1y 4m 30d),"$99.99, €99.99 | More",~€99.56,~€78.84,✭✭✭✭✩ 4.2 221 ratings 1 review Brickset review
75292,75292:  The Razor Crest,1 Sep 2020 - 31 Dec 2023 (3y 3m 28d),"$139.99, €139.99 | More",~€118.85,~€86.71,✭✭✭✭✭ 4.3 973 ratings 11 reviews Brickset review
75293,75293:  Resistance I-TS Transport,1 Aug 2020 - 31 Dec 2021 (1y 4m 30d),"$99.99, €99.99 | More",~€95.31,~€99.93,✭✭✭✭✩ 4.1 162 ratings 1 review Brickset review
75294,75294:  Bespin Duel,1 Aug 2020 - 31 Dec 2020 (4m 30d),$39.99,~€140.27,~€109.74,✭✭✭✭✭ 4.4 208 ratings 5 reviews Brickset review
75295,75295:  Millennium Falcon Microfighter,1 Jan 2021 - 31 Dec 2022 (1y 11m 28d),"$9.99, €9.99 | More",~€10.65,~€5.08,✭✭✭✭✩ 3.7 457 ratings 1 review Brickset review
75296,75296:  Darth Vader Meditation Chamber,1 Aug 2021 - 31 Dec 2022 (1y 4m 30d),"$69.99, €69.99 | More",~€71.26,~€53.21,✭✭✭✭✩ 4.2 226 ratings 2 reviews Brickset review
75297,75297:  Resistance X-wing Starfighter,1 Mar 2021 - 31 Dec 2022 (1y 10m),"$19.99, €19.99 | More",~€16.71,~€10.77,✭✭✭✩✩ 2.9 88 ratings 1 review Brickset review
75298,75298:  AT-AT vs. Tauntaun Microfighters,1 Mar 2021 - 31 Dec 2022 (1y 10m),"$19.99, €19.99 | More",~€19.10,~€11.36,✭✭✭✭✩ 3.8 325 ratings 1 review Brickset review
75299,75299:  Trouble on Tatooine,1 Jan 2021 - 31 Dec 2022 (1y 11m 28d),"$29.99, €29.99 | More",~€21.39,~€14.26,✭✭✭✭✩ 3.7 835 ratings 8 reviews Brickset review
75300,75300:  Imperial TIE Fighter,1 Jan 2021 - 31 Dec 2023 (2y 11m 28d),"$44.99, €44.99 | More",~€42.32,~€26.71,✭✭✭✭✩ 4.0 723 ratings 5 reviews Brickset review
75301,75301:  Luke Skywalker's X-wing Fighter,1 Jan 2021 - 31 Dec 2023 (2y 11m 28d),"$49.99, €49.99 | More",~€45.03,~€31.67,✭✭✭✭✩ 4.1 725 ratings 9 reviews Brickset review
75302,75302:  Imperial Shuttle,1 Mar 2021 - 31 Dec 2022 (1y 10m),"$69.99, €79.99 | More",~€72.27,~€55.57,✭✭✭✭✩ 3.7 318 ratings 5 reviews Brickset review
75304,75304:  Darth Vader Helmet,26 Apr 2021 - 31 Dec 2024 (3y 8m 5d),"$79.99, €79.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 4.2 371 ratings 1 review Brickset review
75305,75305:  Scout Trooper Helmet,26 Apr 2021 - 31 Dec 2022 (1y 8m 5d),"$49.99, €49.99 | More",~€64.71,~€41.94,✭✭✭✭✭ 4.3 318 ratings 2 reviews Brickset review
75306,75306:  Imperial Probe Droid,26 Apr 2021 - 31 Dec 2022 (1y 8m 5d),"$59.99, €69.99 | More",~€64.59,~€37.36,✭✭✭✭✩ 4.0 310 ratings Brickset review
75307,75307:  LEGO Star Wars Advent Calendar,1 Sep 2021 - 31 Dec 2021 (3m 29d),"$39.99, €29.99 | More",~€32.44,~€27.79,✭✭✭✭✩ 3.6 236 ratings
75308,75308:  R2-D2,1 May 2021 - 31 Dec 2024 (3y 8m),"$239.99, €239.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✭ 4.3 276 ratings 1 review Brickset review
75309,75309:  Republic Gunship,1 Aug 2021 - 31 Dec 2023 (2y 4m 29d),"$399.99, €399.99 | More",~€333.86,~€273.94,✭✭✭✭✭ 4.3 238 ratings 3 reviews Brickset review
75310,75310:  Duel on Mandalore,1 Aug 2021 - 31 Dec 2022 (1y 4m 30d),"$19.99, €19.99 | More",~€19.99,~€14.70,✭✭✭✭✩ 3.7 627 ratings 8 reviews Brickset review
75311,75311:  Imperial Armored Marauder,1 Aug 2021 - 31 Dec 2022 (1y 4m 30d),"$39.99, €39.99 | More",~€43.82,~€28.15,✭✭✭✭✩ 4.2 535 ratings 5 reviews Brickset review
75312,75312:  Boba Fett's Starship,1 Aug 2021 - 31 Dec 2023 (2y 4m 29d),"$49.99, €49.99 | More",~€33.04,~€23.11,✭✭✭✭✩ 4.0 642 ratings 5 reviews Brickset review
75313,75313:  AT-AT,26 Nov 2021 - 31 Dec 2024 (3y 1m 4d),"$849.99, €849.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✭ 4.4 264 ratings 5 reviews Brickset review
75314,75314:  The Bad Batch Attack Shuttle,1 Aug 2021 - 31 Dec 2022 (1y 4m 30d),"$99.99, €99.99 | More",~€160.06,~€125.78,✭✭✭✭✩ 4.1 495 ratings 6 reviews Brickset review
75315,75315:  Imperial Light Cruiser,1 Aug 2021 - 31 Dec 2022 (1y 4m 30d),"$159.99, €159.99 | More",~€153.26,~€108.63,✭✭✭✭✩ 4.1 300 ratings 1 review Brickset review
75316,75316:  Mandalorian Starfighter,1 Aug 2021 - 31 Dec 2022 (1y 4m 30d),"$59.99, €69.99 | More",~€73.32,~€64.45,✭✭✭✭✩ 4.1 546 ratings 1 review Brickset review
75318,75318:  The Child,30 Oct 2020 - 31 Dec 2023 (3y 2m),"$89.99, €89.99 | More",~€61.00,~€39.16,✭✭✭✭✩ 4.2 459 ratings 5 reviews Brickset review
75319,75319:  The Armorer's Mandalorian Forge,1 Sep 2021 - 31 Dec 2022 (1y 3m 29d),"$29.99, €29.99 | More",~€47.67,~€31.62,✭✭✭✭✩ 3.9 473 ratings 3 reviews Brickset review
75320,75320:  Snowtrooper Battle Pack,1 Jan 2022 - 31 Dec 2023 (1y 11m 28d),"$19.99, €19.99 | More",~€17.53,~€13.49,✭✭✭✭✩ 4.1 737 ratings 10 reviews Brickset review
75321,75321:  The Razor Crest Microfighter,1 Jan 2022 - 31 Dec 2022 (11m 29d),"$9.99, €9.99 | More",~€9.52,~€5.63,✭✭✭✭✩ 3.5 285 ratings 3 reviews Brickset review
75322,75322:  Hoth AT-ST,1 Jan 2022 - 31 Dec 2023 (1y 11m 28d),"$49.99, €49.99 | More",~€43.02,~€31.03,✭✭✭✭✩ 4.2 480 ratings 4 reviews Brickset review
75323,75323:  The Justifier,1 Aug 2022 - 31 Dec 2023 (1y 4m 30d),"$169.99, €169.99 | More",~€108.92,~€88.13,✭✭✭✭✩ 3.6 174 ratings 1 review Brickset review
75324,75324:  Dark Trooper Attack,1 Mar 2022 - 31 Dec 2023 (1y 10m),"$34.99, €34.99 | More",~€22.14,~€18.93,✭✭✭✭✩ 3.9 592 ratings 4 reviews Brickset review
75325,75325:  The Mandalorian's N-1 Starfighter,1 Jun 2022 - {t.b.a},"$59.99, €64.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 3.9 424 ratings 4 reviews Brickset review
75326,75326:  Boba Fett's Throne Room,1 Mar 2022 - 31 Dec 2023 (1y 10m),"$99.99, €99.99 | More",~€64.41,~€48.47,✭✭✭✭✩ 3.7 314 ratings Brickset review
75327,75327:  Luke Skywalker (Red Five) Helmet,1 Mar 2022 - 31 Dec 2023 (1y 10m),"$69.99, €69.99 | More",~€52.19,~€36.32,✭✭✭✭✩ 4.1 242 ratings 2 reviews Brickset review
75328,75328:  The Mandalorian Helmet,1 Mar 2022 - {t.b.a},"$69.99, €69.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✭ 4.3 241 ratings 4 reviews Brickset review
75329,75329:  Death Star Trench Run Diorama,26 Apr 2022 - 31 Dec 2023 (1y 8m 5d),"$69.99, €69.99 | More",~€49.95,~€35.93,✭✭✭✭✩ 4.1 263 ratings 2 reviews Brickset review
75330,75330:  Dagobah Jedi Training Diorama,26 Apr 2022 - 31 Dec 2023 (1y 8m 5d),"$89.99, €89.99 | More",~€71.07,~€53.99,✭✭✭✭✭ 4.3 425 ratings 4 reviews Brickset review
75331,75331:  The Razor Crest,3 Oct 2022 - {t.b.a},"$599.99, €599.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✭ 4.6 165 ratings 1 review Brickset review
75332,75332:  AT-ST,1 Aug 2022 - 31 Dec 2023 (1y 4m 30d),"$34.99, €34.99 | More",~€22.25,~€17.08,✭✭✭✩✩ 2.9 62 ratings 1 review Brickset review
75333,75333:  Obi-Wan Kenobi's Jedi Starfighter,1 Aug 2022 - {t.b.a},"$29.99, €34.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 4.1 674 ratings 4 reviews Brickset review
75334,75334:  Obi-Wan Kenobi vs. Darth Vader,1 Aug 2022 - 31 Dec 2023 (1y 4m 30d),"$49.99, €49.99 | More",~€29.18,~€17.39,✭✭✭✭✩ 3.4 232 ratings 4 reviews Brickset review
75335,75335:  BD-1,1 Aug 2022 - 31 Dec 2023 (1y 4m 30d),"$99.99, €99.99 | More",~€97.59,~€76.57,✭✭✭✭✭ 4.3 208 ratings 4 reviews Brickset review
75336,75336:  Inquisitor Transport Scythe,1 Aug 2022 - 31 Dec 2023 (1y 4m 30d),"$99.99, €99.99 | More",~€95.39,~€75.49,✭✭✭✭✭ 4.5 453 ratings 3 reviews Brickset review
75337,75337:  AT-TE Walker,1 Aug 2022 - {t.b.a},"$139.99, €139.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✭ 4.4 608 ratings 7 reviews
75338,75338:  Ambush on Ferrix,1 Aug 2022 - 31 Dec 2023 (1y 4m 30d),"$69.99, €79.99 | More",~€62.96,~€49.91,✭✭✭✭✩ 4.1 192 ratings 4 reviews Brickset review
75339,75339:  Death Star Trash Compactor Diorama,26 Apr 2022 - 31 Dec 2023 (1y 8m 5d),"$89.99, €89.99 | More",~€77.36,~€59.86,✭✭✭✭✭ 4.3 240 ratings 1 review Brickset review
75340,75340:  LEGO Star Wars Advent Calendar,1 Sep 2022 - 31 Dec 2022 (3m 29d),"$44.99, €34.99 | More",~€25.99,~€14.84,✭✭✭✭✩ 3.7 221 ratings 1 review
75341,75341:  Luke Skywalker's Landspeeder,4 May 2022 - 31 Dec 2024 (2y 7m 28d),"$239.99, €239.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 4.2 217 ratings 2 reviews Brickset review
75342,75342:  Republic Fighter Tank,26 Apr 2022 - 31 Dec 2023 (1y 8m 5d),"$39.99, €44.99 | More",~€39.70,~€28.50,✭✭✭✭✩ 3.9 521 ratings 7 reviews Brickset review
75343,75343:  Dark Trooper Helmet,1 Mar 2022 - 31 Dec 2023 (1y 10m),"$69.99, €69.99 | More",~€66.65,~€54.46,✭✭✭✭✩ 3.7 121 ratings 3 reviews Brickset review
75344,75344:  Boba Fett's Starship Microfighter,1 Jan 2023 - 31 Dec 2024 (1y 11m 29d),"$9.99, €9.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 3.8 343 ratings 5 reviews Brickset review
75345,75345:  501st Clone Troopers Battle Pack,1 Jan 2023 - {t.b.a},"$19.99, €19.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 4.0 672 ratings 7 reviews Brickset review
75346,75346:  Pirate Snub Fighter,1 May 2023 - 31 Dec 2024 (1y 8m 1d),"$34.99, €34.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 3.6 175 ratings 3 reviews Brickset review
75347,75347:  TIE Bomber,1 Jan 2023 - {t.b.a},"$64.99, €64.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 4.2 482 ratings 4 reviews Brickset review
75348,75348:  Mandalorian Fang Fighter vs TIE Interceptor,1 May 2023 - 31 Dec 2024 (1y 8m 1d),"$99.99, €99.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 4.2 265 ratings 5 reviews Brickset review
75349,75349:  Captain Rex Helmet,1 Mar 2023 - {t.b.a},"$69.99, €69.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 4.1 196 ratings 2 reviews Brickset review
75350,75350:  Clone Commander Cody Helmet,1 Mar 2023 - 31 Dec 2024 (1y 10m 1d),"$69.99, €69.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 4.2 160 ratings 1 review Brickset review
75351,75351:  Princess Leia (Boushh) Helmet,1 Mar 2023 - 31 Dec 2024 (1y 10m 1d),"$69.99, €69.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✭ 4.3 99 ratings 1 review Brickset review
75352,75352:  Emperor's Throne Room Diorama,1 May 2023 - 31 Dec 2024 (1y 8m 1d),"$99.99, €99.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✭ 4.3 224 ratings 2 reviews Brickset review
75353,75353:  Endor Speeder Chase Diorama,1 May 2023 - 31 Dec 2024 (1y 8m 1d),"$79.99, €79.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 3.9 181 ratings Brickset review
75354,75354:  Coruscant Guard Gunship,1 Sep 2023 - 31 Dec 2024 (1y 4m),"$139.99, €149.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 3.9 218 ratings Brickset review
75355,75355:  X-wing Starfighter,1 May 2023 - {t.b.a},"$239.99, €239.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 3.9 140 ratings 3 reviews Brickset review
75356,75356:  Executor Super Star Destroyer,1 May 2023 - {t.b.a},"$69.99, €69.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✭ 4.4 240 ratings 1 review Brickset review
75357,75357:  Ghost & Phantom II,1 Sep 2023 - {t.b.a},"$159.99, €169.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✭ 4.3 223 ratings 3 reviews Brickset review
75358,75358:  Tenoo Jedi Temple,1 Jun 2023 - 31 Dec 2024 (1y 7m),"$39.99, €42.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✩✩ 3.2 55 ratings 1 review Brickset review
75359,75359:  332nd Ahsoka's Clone Trooper Battle Pack,1 Aug 2023 - 31 Dec 2024 (1y 5m),"$19.99, €20.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 4.0 382 ratings 2 reviews Brickset review
75360,75360:  Yoda's Jedi Starfighter,1 Aug 2023 - 31 Dec 2024 (1y 5m),"$34.99, €34.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 3.7 152 ratings 1 review Brickset review
75361,75361:  Spider Tank,1 Aug 2023 - 31 Dec 2024 (1y 5m),"$49.99, €52.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 3.8 141 ratings 4 reviews Brickset review
75362,75362:  Ahsoka Tano's T-6 Jedi Shuttle,1 Sep 2023 - {t.b.a},"$79.99, €74.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 3.9 275 ratings 4 reviews Brickset review
75363,75363:  The Mandalorian N-1 Starfighter Microfighter,1 Aug 2023 - 31 Dec 2024 (1y 5m),"$15.99, €15.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 3.8 154 ratings 2 reviews Brickset review
75364,75364:  New Republic E-wing vs. Shin Hati's Starfighter,1 Sep 2023 - 31 Dec 2024 (1y 4m),"$109.99, €104.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 4.2 165 ratings 1 review Brickset review
75365,75365:  Yavin 4 Rebel Base,1 Aug 2023 - 31 Dec 2024 (1y 5m),"$169.99, €169.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 3.7 113 ratings Brickset review
75366,75366:  LEGO Star Wars Advent Calendar,1 Sep 2023 - 31 Dec 2023 (3m 29d),"$44.99, €37.99 | More",~€22.36,~€18.55,✭✭✭✭✩ 3.6 167 ratings 1 review
75367,75367:  Venator-class Republic Attack Cruiser,1 Oct 2023 - {t.b.a},"$649.99, €649.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✭ 4.5 98 ratings 2 reviews Brickset review
75368,75368:  Darth Vader Mech,1 Aug 2023 - 31 Dec 2024 (1y 5m),"$15.99, €15.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 3.5 88 ratings 2 reviews Brickset review
75369,75369:  Boba Fett Mech,1 Aug 2023 - 31 Dec 2024 (1y 5m),"$15.99, €15.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 3.8 164 ratings 4 reviews Brickset review
75370,75370:  Stormtrooper Mech,1 Aug 2023 - 31 Dec 2024 (1y 5m),"$15.99, €15.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 3.6 83 ratings 2 reviews Brickset review
75371,75371:  Chewbacca,1 Sep 2023 - 31 Dec 2024 (1y 4m),"$199.99, €209.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 4.1 30 ratings
75372,75372:  Clone Trooper & Battle Droid Battle Pack,1 Jan 2024 - {t.b.a},"$29.99, €29.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 4.2 372 ratings 9 reviews Brickset review
75373,75373:  Ambush on Mandalore Battle Pack,1 Jun 2024 - {t.b.a},"$19.99, €21.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 4.0 121 ratings 1 review Brickset review
75374,75374:  The Onyx Cinder,1 Aug 2024 - {t.b.a},"$139.99, €139.99 | More",Precio nuevo no disponible,Precio usado no disponible,
75375,75375:  Millennium Falcon,1 Mar 2024 - {t.b.a},"$84.99, €84.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✭ 4.3 122 ratings 1 review Brickset review
75376,75376:  Tantive IV,1 Mar 2024 - {t.b.a},"$79.99, €79.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 4.1 80 ratings 1 review Brickset review
75377,75377:  Invisible Hand,1 Mar 2024 - {t.b.a},"$49.99, €52.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✭ 4.3 111 ratings Brickset review
75378,75378:  BARC Speeder Escape,1 May 2024 - {t.b.a},"$29.99, €29.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 3.7 106 ratings Brickset review
75379,75379:  R2-D2,1 Mar 2024 - {t.b.a},"$99.99, €99.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 4.2 133 ratings 1 review Brickset review
75380,75380:  Mos Espa Podrace Diorama,1 May 2024 - {t.b.a},"$79.99, €79.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 3.8 47 ratings Brickset review
75381,75381:  Droideka,1 May 2024 - {t.b.a},"$64.99, €64.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 4.2 86 ratings Brickset review
75382,75382:  TIE Interceptor,1 May 2024 - {t.b.a},"$229.99, €229.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 4.2 67 ratings Brickset review
75383,75383:  Darth Maul's Sith Infiltrator,1 May 2024 - {t.b.a},"$69.99, €69.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 3.8 105 ratings 1 review Brickset review
75384,75384:  The Crimson Firehawk,1 Jan 2024 - {t.b.a},"$49.99, €52.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 3.4 21 ratings
75385,75385:  Ahsoka Tano's Duel on Peridea,1 Aug 2024 - {t.b.a},"$54.99, €54.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 4.1 49 ratings 1 review Brickset review
75386,75386:  Paz Vizsla and Moff Gideon Battle,1 Jun 2024 - {t.b.a},"$39.99, €39.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 4.0 87 ratings Brickset review
75387,75387:  Boarding the Tantive IV,1 Mar 2024 - {t.b.a},"$54.99, €54.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 4.2 244 ratings 2 reviews Brickset review
75388,75388:  Jedi Bob's Starfighter,1 Aug 2024 - {t.b.a},"$39.99, €39.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 4.2 72 ratings 1 review Brickset review
75389,75389:  The Dark Falcon,1 Aug 2024 - {t.b.a},"$179.99, €179.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 4.2 30 ratings Brickset review
75390,75390:  Luke Skywalker X-wing Mech,1 Jun 2024 - {t.b.a},"$15.99, €15.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 3.9 37 ratings Brickset review
75391,75391:  Captain Rex Y-wing Microfighter,1 Jun 2024 - {t.b.a},"$12.99, €12.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 4.2 224 ratings 3 reviews Brickset review
75392,75392:  Creative Play Droid Builder,1 Aug 2024 - {t.b.a},"$99.99, €99.99 | More",Precio nuevo no disponible,Precio usado no disponible,
75393,75393:  TIE Fighter & X-wing Mash-up,1 Aug 2024 - {t.b.a},"$109.99, €109.99 | More",Precio nuevo no disponible,Precio usado no disponible,
75394,75394:  Imperial Star Destroyer,1 Aug 2024 - {t.b.a},"$159.99, €169.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✭ 4.4 45 ratings 2 reviews Brickset review
75395,75395:  Star Wars Advent Calendar 2024,1 Sep 2024 - 31 Dec 2024 (3m 29d),"$44.99, €34.99 | More",Precio nuevo no disponible,Precio usado no disponible,
75396,75396:  Desert Skiff & Sarlacc Pit,1 Aug 2024 - {t.b.a},"$79.99, €79.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 4.0 46 ratings Brickset review
75397,75397:  Jabba's Sail Barge,Año no disponible,"$499.99, €499.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✭ 4.8 20 ratings Brickset review
75398,75398:  C-3PO,1 Aug 2024 - {t.b.a},"$139.99, €139.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✭ 4.4 30 ratings Brickset review
75512,75512:  Millennium Falcon Cockpit,Año no disponible,PVP no disponible,~€356.12,~€83.50,✭✭✭✭✭ 4.4 22 ratings
75522,75522:  Mini Boost Droid Commander,1 Sep 2019 - 31 Dec 2019 (3m 29d),PVP no disponible,~€43.94,~€32.47,✭✭✭✭✩ 3.8 37 ratings Brickset review
75523,75523:  Scarif Stormtrooper,1 Jan 2017 - 31 Dec 2017 (11m 29d),"$24.99, €24.99 | More",~€25.03,~€18.37,✭✭✭✭✩ 3.9 152 ratings 2 reviews Brickset review
75524,75524:  Chirrut Îmwe,1 Jan 2017 - 31 Dec 2017 (11m 29d),"$24.99, €24.99 | More",~€14.22,~€6.07,✭✭✭✭✩ 3.7 114 ratings 1 review Brickset review
75525,75525:  Baze Malbus,1 Jan 2017 - 31 Dec 2017 (11m 29d),"$24.99, €24.99 | More",~€15.70,~€8.07,✭✭✭✭✩ 3.6 117 ratings 1 review Brickset review
75526,75526:  Elite TIE Fighter Pilot,1 Sep 2017 - 31 Dec 2018 (1y 3m 29d),"$19.99, €19.99 | More",~€30.85,~€30.17,✭✭✭✭✩ 3.8 94 ratings Brickset review
75528,75528:  Rey,1 Sep 2017 - 31 Jul 2018 (10m 28d),"$24.99, €24.99 | More",~€16.43,~€13.37,✭✭✭✭✩ 3.3 85 ratings Brickset review
75529,75529:  Elite Praetorian Guard,1 Sep 2017 - 31 Jul 2018 (10m 28d),"$24.99, €24.99 | More",~€38.30,~€20.20,✭✭✭✭✩ 4.2 132 ratings 2 reviews Brickset review
75530,75530:  Chewbacca,1 Sep 2017 - 31 Dec 2018 (1y 3m 29d),"$34.99, €34.99 | More",~€41.39,~€17.60,✭✭✭✭✩ 3.9 138 ratings Brickset review
75531,75531:  Stormtrooper Commander,1 Jun 2017 - 31 Jul 2018 (1y 1m 29d),"$24.99, €24.99 | More",~€48.37,~€20.66,✭✭✭✭✩ 4.0 171 ratings 3 reviews Brickset review
75532,75532:  Scout Trooper & Speeder Bike,1 Jun 2017 - 31 Dec 2018 (1y 6m 30d),"$54.99, €54.99 | More",~€74.17,~€50.72,✭✭✭✭✭ 4.3 262 ratings Brickset review
75533,75533:  Boba Fett,1 Jan 2018 - 31 Dec 2018 (11m 29d),"$29.99, €29.99 | More",~€58.44,~€37.28,✭✭✭✭✩ 4.2 228 ratings 3 reviews Brickset review
75534,75534:  Darth Vader,1 Jan 2018 - 31 Dec 2018 (11m 29d),"$39.99, €39.99 | More",~€72.21,~€45.37,✭✭✭✭✩ 4.1 150 ratings 2 reviews Brickset review
75535,75535:  Han Solo,20 Apr 2018 - 31 Dec 2018 (8m 11d),"$24.99, €29.99 | More",~€17.82,~€12.65,✭✭✭✭✩ 3.6 62 ratings Brickset review
75536,75536:  Range Trooper,20 Apr 2018 - 31 Dec 2018 (8m 11d),"$24.99, €29.99 | More",~€57.27,~€27.25,✭✭✭✭✩ 4.2 94 ratings
75537,75537:  Darth Maul,20 Apr 2018 - 31 Dec 2018 (8m 11d),"$29.99, €29.99 | More",~€47.90,~€32.54,✭✭✭✭✩ 4.0 103 ratings 1 review Brickset review
75538,75538:  Super Battle Droid,Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,
75539,75539:  501st Legion Clone Trooper & AT-RT Walker,Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,
77901,77901:  Sith Trooper Bust,Año no disponible,PVP no disponible,~€171.63,~€67.82,
77904,77904:  Nebulon-B Frigate,1 Oct 2020 - 31 Oct 2020 (30d),$39.99,~€158.90,~€114.30,✭✭✭✭✭ 4.3 87 ratings 1 review Brickset review
472407,472407:  Sabine Wren,Año no disponible,PVP no disponible,~€6.67,Precio usado no disponible,✭✭✭✭✭ 4.4 24 ratings
911506,911506:  Snowspeeder,Año no disponible,PVP no disponible,~€3.52,~€1.54,✭✭✭✩✩ 3.1 50 ratings 1 review
911508,911508:  Slave I,Año no disponible,PVP no disponible,~€7.12,~€2.56,✭✭✭✭✩ 3.3 45 ratings 1 review
911509,911509:  Imperial Shooter,Año no disponible,PVP no disponible,~€4.14,~€4.09,✭✭✭✩✩ 2.6 43 ratings 1 review
911510,911510:  Star Destroyer and TIE Fighter,Año no disponible,PVP no disponible,~€4.23,~€3.99,✭✭✭✩✩ 2.9 59 ratings 2 reviews
