SetID,Number,Variant,YearFrom,Category,Theme,ThemeGroup,Subtheme,SetName,Image,ImageFilename,USRetailPrice,UKRetailPrice,CARetailPrice,DERetailPrice,USDateAdded,USDateRemoved,Pieces,Minifigs,PackagingType,Availability,USItemNumber,EUItemNumber,EAN,UPC,Width,Height,Depth,Weight,AgeMin,AgeMax,OwnCount,WantCount,InstructionsCount,AdditionalImageCount,Released,Rating,BrickLinkSoldPriceNew,BrickLinkSoldPriceUsed,Designers,LaunchDate,ExitDate,Own,Want,QtyOwned,QtyOwnedNew,QtyOwnedUsed,QtyWanted,WantedPriority,,Flag2,Flag3,Flag4,Flag5,Flag6,Flag7,Flag8,UserNotes
"34248","76247","1","2023","Normal","Marvel Super Heroes","Licensed","Avengers: Infinity War","The Hulkbuster: The Battle of Wakanda","X","76247-1","49.99","44.99","64.99","49.99","02/12/2022 00:00:00","26/10/2024 00:00:00","385","4","Box","Retail","6427726","6427725","5702017419664","673419376617","26.2","28.2","5.9","","8","","3418","1324","3","6","X","4","32.3200","25.7700","Junya Suzuki,","01/01/2023 00:00:00","31/12/2024 00:00:00","","","0","0","0","0","0","","","","","","","","",""
"34249","76248","1","2023","Normal","Marvel Super Heroes","Licensed","The Avengers","The Avengers Quinjet","X","76248-1","99.99","89.99","129.99","99.99","02/12/2022 00:00:00","26/10/2024 00:00:00","795","5","Box","Retail","6427728","6427727","5702017419671","673419376624","48","37.8","7.1","","9","","4145","1846","4","11","X","4","68.0000","47.4200","Mark Stafford,","01/01/2023 00:00:00","31/12/2024 00:00:00","","","0","0","0","0","0","","","","","","","","",""
"47114","76249","1","2023","Normal","Marvel Super Heroes","Licensed","Miscellaneous","Venomized Groot","X","76249-1","49.99","46.99","64.99","52.99","27/05/2023 00:00:00","26/10/2024 00:00:00","630","","Box","Retail","6427732","6427731","5702017419688","673419376631","19.1","35.4","7","","10","","1816","783","3","6","X","0","39.0500","","Justin Ramsden,","01/08/2023 00:00:00","31/12/2024 00:00:00","","","0","0","0","0","0","","","","","","","","",""
"47116","76250","1","2023","Normal","Marvel Super Heroes","Licensed","X-Men '97","Wolverine's Adamantium Claws","X","76250-1","69.99","64.99","89.99","74.99","24/08/2023 00:00:00","26/10/2024 00:00:00","596","","Box","Retail","6431251","6431250","5702017433837","673419379007","19.1","35.4","9.1","","18","","1389","822","7","8","X","0","53.5000","50.0000","","01/08/2023 00:00:00","31/12/2024 00:00:00","","","0","0","0","0","0","","","","","","","","",""
"34488","76251","1","2023","Normal","Marvel Super Heroes","Licensed","Guardians of the Galaxy","Star-Lord's Helmet","X","76251-1","79.99","69.99","99.99","79.99","02/02/2023 00:00:00","26/10/2024 00:00:00","602","","Box","Retail","6431253","6431252","5702017433844","673419378994","19.1","35.4","9.1","","18","","2202","1350","8","6","X","0","56.7100","43.7100","Aaron Newman,","01/04/2023 00:00:00","31/12/2024 00:00:00","","","0","0","0","0","0","","","","","","","","",""
"34515","76253","1","2023","Normal","Marvel Super Heroes","Licensed","Guardians of the Galaxy Vol. 3","Guardians of the Galaxy Headquarters","X","76253-1","9.99","8.99","13.99","9.99","16/02/2023 00:00:00","24/07/2024 00:00:00","67","2","Box","Retail","6427736","6427735","5702017419701","673419376655","14.1","12.2","4.6","","7","","5034","821","2","6","X","8","6.9400","7.1000","","01/04/2023 00:00:00","31/12/2023 00:00:00","","","0","0","0","0","0","","","","","","","","",""
"34516","76254","1","2023","Normal","Marvel Super Heroes","Licensed","Guardians of the Galaxy Vol. 3","Baby Rocket's Ship","X","76254-1","34.99","29.99","44.99","34.99","16/02/2023 00:00:00","26/10/2024 00:00:00","330","1","Box","Retail","6427738","6427737","5702017419718","673419376662","26.2","19.1","6.1","","8","","3250","1059","3","8","X","0","24.9600","19.3300","Chris Perron,","01/04/2023 00:00:00","31/12/2024 00:00:00","","","0","0","0","0","0","","","","","","","","",""
"34517","76255","1","2023","Normal","Marvel Super Heroes","Licensed","Guardians of the Galaxy Vol. 3","The New Guardians' Ship","X","76255-1","99.99","89.99","129.99","99.99","16/02/2023 00:00:00","05/02/2024 00:00:00","1108","5","Box","Retail","6427740","6427739","5702017419725","673419376679","48","37.8","7.1","","10","","3531","1147","2","11","X","7","89.9500","31.9900","Chris Perron,","01/04/2023 00:00:00","31/12/2023 00:00:00","","","0","0","0","0","0","","","","","","","","",""
"34502","76256","1","2023","Normal","Marvel Super Heroes","Licensed","Ant-Man and the Wasp: Quantumania","Ant-Man Construction Figure","X","76256-1","29.99","29.99","39.99","34.99","14/02/2023 00:00:00","26/10/2024 00:00:00","289","1","Box","Retail","6431255","6431254","5702017433851","673419378970","19.1","26.2","6.1","","8","","1275","670","2","5","X","4","27.7800","12.0100","Junya Suzuki,","01/05/2023 00:00:00","31/12/2024 00:00:00","","","0","0","0","0","0","","","","","","","","",""
"45504","76257","1","2023","Normal","Marvel Super Heroes","Licensed","X-Men '97","Wolverine Construction Figure","X","76257-1","32.99","31.99","39.99","37.99","22/08/2023 00:00:00","26/10/2024 00:00:00","327","","Box","Retail","6427744","6427743","5702017419732","673419376686","19.1","26.2","6.1","","8","","782","363","3","5","X","0","23.8300","","Junya Suzuki,","01/06/2023 00:00:00","31/12/2024 00:00:00","","","0","0","0","0","0","","","","","","","","",""
"45505","76258","1","2023","Normal","Marvel Super Heroes","Licensed","Avengers","Captain America Construction Figure","X","76258-1","32.99","31.99","39.99","37.99","22/08/2023 00:00:00","26/10/2024 00:00:00","310","","Box","Retail","6427746","6427745","5702017419749","673419376693","19.1","26.2","6.1","","8","","746","355","3","5","X","0","19.9800","15.8000","Junya Suzuki,","01/06/2023 00:00:00","31/12/2024 00:00:00","","","0","0","0","0","0","","","","","","","","",""
"45506","76260","1","2023","Normal","Marvel Super Heroes","Licensed","Avengers: Age of Ultron","Black Widow & Captain America Motorcycles","X","76260-1","15.99","12.99","19.99","15.99","22/08/2023 00:00:00","26/10/2024 00:00:00","130","2","Box","Retail","6427750","6427749","5702017419763","673419376716","19.1","14.1","7.1","","","","1751","665","5","6","X","0","13.8600","6.4100","Bjarke Lykke Madsen,","01/06/2023 00:00:00","31/12/2024 00:00:00","","","0","0","0","0","0","","","","","","","","",""
"45507","76261","1","2023","Normal","Marvel Super Heroes","Licensed","Spider-Man: No Way Home","Spider-Man Final Battle","X","76261-1","109.99","94.99","139.99","104.99","27/05/2023 00:00:00","26/10/2024 00:00:00","900","9","Box","Retail","6427752","6427751","5702017419770","673419376723","37.8","35.4","7.1","","10","","3946","1966","2","8","X","4","98.7500","63.9900","Adam Grabowski,Chris Perron,","01/08/2023 00:00:00","31/12/2025 00:00:00","","","0","0","0","0","0","","","","","","","","",""
"45508","76262","1","2023","Normal","Marvel Super Heroes","Licensed","Miscellaneous","Captain America's Shield","X","76262-1","199.99","179.99","259","209.99","02/06/2023 00:00:00","26/10/2024 00:00:00","3128","1","Box","Retail","6427756","6427755","5702017419787","673419376730","58.2","48","12.4","","18","","1349","1018","2","9","X","0","154.9500","120.0000","","01/08/2023 00:00:00","31/12/2024 00:00:00","","","0","0","0","0","0","","","","","","","","",""
"45509","76263","1","2023","Normal","Marvel Super Heroes","Licensed","Avengers: Infinity War","Iron Man Hulkbuster vs. Thanos","X","76263-1","26.99","20.99","29.99","26.99","27/05/2023 00:00:00","26/10/2024 00:00:00","66","2","Box","Retail","6427758","6427757","5702017419794","673419376747","19.1","14.1","4.6","","4","","901","399","4","6","X","0","14.8600","","Jeremy Luettgen,","01/08/2023 00:00:00","31/12/2024 00:00:00","","","0","0","0","0","0","","","","","","","","",""
"45510","76266","1","2023","Normal","Marvel Super Heroes","Licensed","Avengers: Endgame","Endgame Final Battle","X","76266-1","99.99","94.99","129.99","104.99","27/05/2023 00:00:00","26/10/2024 00:00:00","794","7","Box","Retail","6427764","6427763","5702017419824","673419376778","35.4","37.8","7.1","","10","","2008","1202","4","9","X","4","65.8000","","","01/08/2023 00:00:00","31/12/2024 00:00:00","","","0","0","0","0","0","","","","","","","","",""
"45511","76267","1","2023","Normal","Marvel Super Heroes","Licensed","Seasonal","Avengers Advent Calendar","X","76267-1","44.99","29.99","59.99","37.99","22/08/2023 00:00:00","14/06/2024 00:00:00","243","7","Box","Retail","6427768","6427767","5702017419848","673419374996","38.2","26.2","7.1","","7","","3271","462","1","5","X","0","27.2400","24.0000","","01/09/2023 00:00:00","31/12/2023 00:00:00","","","0","0","0","0","0","","","","","","","","",""
"47117","76269","1","2023","Normal","Marvel Super Heroes","Licensed","Miscellaneous","Avengers Tower","X","76269-1","499.99","429.99","669.99","499.99","09/11/2023 00:00:00","26/10/2024 00:00:00","5201","32","Box","LEGO exclusive","6427770","6427769","5702017419831","673419376785","","","","","18","","3133","3148","6","15","X","14","399.3500","409.1300","Justin Ramsden,Mark Stafford,","24/11/2023 00:00:00","31/12/2025 00:00:00","","","0","0","0","0","0","","","","","","","","",""
"48477","76275","1","2024","Normal","Marvel Super Heroes","Licensed","Spider-Man","Motorcycle Chase: Spider-Man vs. Doc Ock","X","76275-1","9.99","8.99","13.99","9.99","13/12/2023 00:00:00","26/10/2024 00:00:00","77","2","Box","Retail","6471501","6471500","5702017590264","673419390842","14.1","12.2","4.6","","","","1911","476","2","6","X","0","8.8600","","","01/01/2024 00:00:00","31/12/2024 00:00:00","","","0","0","0","0","0","","","","","","","","",""
"48478","76276","1","2024","Normal","Marvel Super Heroes","Licensed","Spider-Man","Venom Mech Armor vs. Miles Morales","X","76276-1","14.99","12.99","19.99","14.99","13/12/2023 00:00:00","26/10/2024 00:00:00","134","2","Box","Retail","6471503","6471502","5702017591377","673419390859","14.1","19.1","4.6","","","","1420","537","2","6","X","7","12.2900","8.6200","","01/01/2024 00:00:00","31/12/2025 00:00:00","","","0","0","0","0","0","","","","","","","","",""
"48479","76277","1","2024","Normal","Marvel Super Heroes","Licensed","Avengers","War Machine Mech Armor","X","76277-1","14.99","12.99","19.99","14.99","13/12/2023 00:00:00","26/10/2024 00:00:00","154","1","Box","Retail","6471505","6471504","5702017590271","673419390866","14.1","19.1","4.6","","","","2124","804","2","6","X","4","16.3200","10.8000","","01/01/2024 00:00:00","31/12/2025 00:00:00","","","0","0","0","0","0","","","","","","","","",""
"48480","76278","1","2024","Normal","Marvel Super Heroes","Licensed","Guardians of the Galaxy","Rocket's Warbird vs. Ronan","X","76278-1","37.99","31.99","49.99","37.99","13/12/2023 00:00:00","26/10/2024 00:00:00","290","2","Box","Retail","6471507","6471506","5702017590288","673419390873","26.2","19.1","7.2","","8","","1243","958","2","9","X","0","23.3500","11.7000","Chris Perron,","01/01/2024 00:00:00","31/07/2025 00:00:00","","","0","0","0","0","0","","","","","","","","",""
"48481","76279","1","2024","Normal","Marvel Super Heroes","Licensed","Spider-Man","Spider-Man Race Car & Venom Green Goblin","X","76279-1","34.99","24.99","44.99","29.99","13/12/2023 00:00:00","26/10/2024 00:00:00","227","3","Box","Retail","6471509","6471508","5702017590295","673419390880","26.2","19.1","4.6","","7","","752","595","2","8","X","0","23.0200","","Chris Perron,","01/01/2024 00:00:00","31/12/2025 00:00:00","","","0","0","0","0","0","","","","","","","","",""
"48482","76280","1","2024","Normal","Marvel Super Heroes","Licensed","Spider-Man: No Way Home","Spider-Man vs. Sandman: Final Battle","X","76280-1","37.99","31.99","49.99","37.99","13/12/2023 00:00:00","26/10/2024 00:00:00","347","3","Box","Retail","6471511","6471510","5702017590301","673419390897","26.2","19.1","6.1","","10","","2545","1285","2","8","X","14","33.7000","21.9600","","01/01/2024 00:00:00","31/12/2025 00:00:00","","","0","0","0","0","0","","","","","","","","",""
"48483","76281","1","2024","Normal","Marvel Super Heroes","Licensed","X-Men '97","X-Men X-Jet","X","76281-1","84.99","74.99","109.99","84.99","13/12/2023 00:00:00","26/10/2024 00:00:00","359","4","Box","Retail","6471513","6471512","5702017590318","673419390903","28.2","26.2","7.6","","8","","1712","1680","2","9","X","3","75.8100","","Adam Grabowski,","01/01/2024 00:00:00","31/12/2025 00:00:00","","","0","0","0","0","0","","","","","","","","",""
"48484","76282","1","2024","Normal","Marvel Super Heroes","Licensed","Guardians of the Galaxy Vol. 2","Rocket & Baby Groot","X","76282-1","59.99","54.99","79.99","59.99","13/12/2023 00:00:00","26/10/2024 00:00:00","566","1","Box","Retail","6471515","6471514","5702017590325","673419390910","19.1","35.4","7","","10","","1302","719","2","8","X","0","38.4500","","","01/01/2024 00:00:00","31/12/2025 00:00:00","","","0","0","0","0","0","","","","","","","","",""
"48485","76284","1","2024","Normal","Marvel Super Heroes","Licensed","Spider-Man","Green Goblin Construction Figure","X","76284-1","34.99","31.99","44.99","37.99","02/03/2024 00:00:00","26/10/2024 00:00:00","471","","Box","{Not specified}","6471517","6471516","5702017590332","673419390927","19.1","26.2","7.2","","","","389","425","2","8","X","0","","","","01/04/2024 00:00:00","31/07/2025 00:00:00","","","0","0","0","0","0","","","","","","","","",""
"48615","76285","1","2024","Normal","Marvel Super Heroes","Licensed","Spider-Man","Spider-Man's Mask","X","76285-1","69.99","59.99","89.99","69.99","02/12/2023 00:00:00","26/10/2024 00:00:00","487","","Box","Retail","6474863","6474862","5702017602097","673419394291","19.1","35.4","9.1","","18","","1309","1043","7","7","X","0","62.8100","55.0000","Bjarke Lykke Madsen,","01/01/2024 00:00:00","31/12/2025 00:00:00","","","0","0","0","0","0","","","","","","","","",""
"48889","76286","1","2024","Normal","Marvel Super Heroes","Licensed","Guardians of the Galaxy","The Milano Spaceship","X","76286-1","179.99","159.99","239.99","179.99","09/05/2024 00:00:00","26/10/2024 00:00:00","2090","5","Box","Retail","6471519","6471518","5702017590097","673419390934","48","37.8","11.2","","12","","726","2257","4","6","X","5","155.6700","","Chris Perron,","01/08/2024 00:00:00","31/12/2025 00:00:00","","","0","0","0","0","0","","","","","","","","",""
"48888","76287","1","2024","Normal","Marvel Super Heroes","Licensed","Avengers","Iron Man with Bike and The Hulk","X","76287-1","14.99","12.99","19.99","14.99","03/07/2024 00:00:00","26/10/2024 00:00:00","68","2","Box","Retail","6471521","6471520","5702017590103","673419390941","19.1","14.1","4.6","","4","","306","396","4","8","X","0","","","","01/08/2024 00:00:00","31/12/2025 00:00:00","","","0","0","0","0","0","","","","","","","","",""
"48886","76288","1","2024","Normal","Marvel Super Heroes","Licensed","Avengers: Age of Ultron","Iron Man & Iron Legion vs. Hydra Soldier ","X","76288-1","19.99","19.99","24.99","21.99","09/05/2024 00:00:00","26/10/2024 00:00:00","135","4","Box","Retail","6471523","6471522","5702017590110","673419390958","19.1","14.1","6.1","","","","987","1298","2","5","X","5","17.5100","","Bjarke Lykke Madsen,","01/08/2024 00:00:00","31/12/2025 00:00:00","","","0","0","0","0","0","","","","","","","","",""
"48891","76289","1","2024","Normal","Marvel Super Heroes","Licensed","Thor: Ragnarok","Thor vs. Surtur Construction Figure","X","76289-1","29.99","24.99","39.99","29.99","09/05/2024 00:00:00","26/10/2024 00:00:00","245","3","Box","Retail","6471525","6471524","5702017590127","673419390965","26.2","19.1","4.6","","8","","593","1288","2","5","X","0","32.4900","","","01/08/2024 00:00:00","31/12/2025 00:00:00","","","0","0","0","0","0","","","","","","","","",""
"48887","76290","1","2024","Normal","Marvel Super Heroes","Licensed","The Avengers","The Avengers vs. The Leviathan","X","76290-1","49.99","44.99","64.99","49.99","09/05/2024 00:00:00","26/10/2024 00:00:00","347","5","Box","Retail","6471527","6471526","5702017590134","673419390972","26.2","22.2","6.2","","7","","500","1234","2","2","X","0","41.5000","","Bjarke Lykke Madsen,","01/08/2024 00:00:00","31/12/2025 00:00:00","","","0","0","0","0","0","","","","","","","","",""
"48890","76291","1","2024","Normal","Marvel Super Heroes","Licensed","Avengers: Age of Ultron","The Avengers Assemble: Age of Ultron","X","76291-1","99.99","89.99","129.99","99.99","09/05/2024 00:00:00","26/10/2024 00:00:00","613","9","Box","Retail","6471529","6471528","5702017590141","673419390989","38.2","26.2","7.1","","10","","514","1694","2","6","X","0","85.4800","65.0000","Adam Grabowski,Blair Archer,Mark Stafford,","01/08/2024 00:00:00","31/12/2025 00:00:00","","","0","0","0","0","0","","","","","","","","",""
"48486","76292","1","2024","Normal","Marvel Super Heroes","Licensed","","{?}","","","","","","","","","","","{Not specified}","{Not specified}","","","","","","","","","","","3","332","0","0","","0","","","","","","","","0","0","0","0","0","","","","","","","","",""
"48892","76293","1","2024","Normal","Marvel Super Heroes","Licensed","Seasonal","Spider-Man 2024 Advent Calendar","X","76293-1","44.99","29.99","59.99","34.99","03/05/2024 00:00:00","26/10/2024 00:00:00","246","","Box","Retail","6471531","6471530","5702017590035","673419390552","","","","","7","","518","780","1","3","X","0","27.0200","","","01/09/2024 00:00:00","31/12/2024 00:00:00","","","0","0","0","0","0","","","","","","","","",""
"48893","76294","1","2024","Normal","Marvel Super Heroes","Licensed","X-Men","X-Men: The X-Mansion","X","76294-1","329.99","289.99","429.99","329.99","18/10/2024 00:00:00","26/10/2024 00:00:00","3093","","Box","LEGO exclusive","6471533","6471532","5702017590158","673419390996","","","","","18","","21","1389","0","16","X","0","","","Justin Ramsden,","","","","","0","0","0","0","0","","","","","","","","",""
"48885","76295","1","2024","Normal","Marvel Super Heroes","Licensed","The Avengers","The Avengers Helicarrier","X","76295-1","79.99","69.99","99.99","79.99","02/07/2024 00:00:00","26/10/2024 00:00:00","509","","Box","Retail","6474831","6474830","5702017598864","673419394352","38.2","26.2","5.7","","18","","366","1107","7","8","X","0","73.3100","","Mark Stafford,","01/08/2024 00:00:00","31/12/2025 00:00:00","","","0","0","0","0","0","","","","","","","","",""
"48487","76296","1","2024","Normal","Marvel Super Heroes","Licensed","Avengers","Sam Wilson Captain America Buildable Figure","","","","","","","","","","","{Not specified}","{Not specified}","","","","","","","","","","","8","282","0","0","","0","","","","","","","","0","0","0","0","0","","","","","","","","",""
"49136","76297","1","2024","Normal","Marvel Super Heroes","Licensed","Guardians of the Galaxy","Dancing Groot","X","76297-1","44.99","39.99","59.99","44.99","09/05/2024 00:00:00","26/10/2024 00:00:00","459","","Box","Retail","6474833","6474832","5702017601076","673419394369","19.1","26.2","7.2","","10","","612","861","2","2","X","0","34.9000","","Justin Ramsden,","01/08/2024 00:00:00","31/12/2025 00:00:00","","","0","0","0","0","0","","","","","","","","",""
"48488","76298","1","2024","Normal","Marvel Super Heroes","Licensed","Spider-Man","Iron Spider-Man Construction Figure","X","76298-1","29.99","29.99","39.99","34.99","02/03/2024 00:00:00","26/10/2024 00:00:00","303","","Box","{Not specified}","6471535","6471534","5702017590165","673419391009","19.1","26.2","6.1","","","","326","363","2","6","X","0","28.6300","18.0000","","01/04/2024 00:00:00","31/12/2025 00:00:00","","","0","0","0","0","0","","","","","","","","",""
"29374","77902","1","2019","Normal","Marvel Super Heroes","Licensed","Promotional","Captain Marvel and the Asis","X","77902-1","","","","","","","271","2","Box","Promotional","6289261","","","673419333818","","","","","9","","275","1817","0","1","X","0","549.9900","","Justin Ramsden,","","","","","0","0","0","0","0","","","","","","","","",""
"30897","77905","1","2020","Normal","Marvel Super Heroes","Licensed","Promotional","Taskmaster's Ambush","X","77905-1","39.99","","","","","","230","3","Box","Retail - limited","6321244","","","673419333818","19.1","26.2","6.1","","7","","2356","1507","1","0","X","8","63.9100","52.4700","Justin Ramsden,","01/10/2020 00:00:00","31/10/2020 00:00:00","","","0","0","0","0","0","","","","","","","","",""
"30708","242001","1","2020","Other","Marvel Super Heroes","Licensed","Magazine Gift","Spider-Man","X","242001-1","","","","","","","18","1","Foil pack","Retail - limited","","","","","","","","","","","1116","385","0","0","X","0","5.6400","5.2800","Justin Ramsden,","","","","","0","0","0","0","0","","","","","","","","",""
"30929","242002","1","2020","Other","Marvel Super Heroes","Licensed","Magazine Gift","Iron Man","X","242002-1","","","","","","","8","1","Foil pack","Retail - limited","","","","","","","","","","","1120","386","0","0","X","0","5.3800","4.3400","Justin Ramsden,","","","","","0","0","0","0","0","","","","","","","","",""
"31214","242003","1","2020","Other","Marvel Super Heroes","Licensed","Magazine Gift","Captain Marvel","X","242003-1","","","","","","","9","1","Foil pack","Retail - limited","","","","","","","","","","","1120","511","0","0","X","0","5.5800","6.2400","Justin Ramsden,","","","","","0","0","0","0","0","","","","","","","","",""
"31487","242104","1","2021","Other","Marvel Super Heroes","Licensed","Magazine Gift","Venom","X","242104-1","","","","","","","11","1","Foil pack","Retail - limited","","","","","","","","","","","1370","545","0","0","X","0","6.3800","5.3700","Justin Ramsden,","","","","","0","0","0","0","0","","","","","","","","",""
"31589","242105","1","2021","Other","Marvel Super Heroes","Licensed","Magazine Gift","Thor","X","242105-1","","","","","","","9","1","Foil pack","Retail - limited","","","","","","","","","","","1323","390","0","0","X","0","4.4000","4.4100","Justin Ramsden,","","","","","0","0","0","0","0","","","","","","","","",""
"31726","242106","1","2021","Other","Marvel Super Heroes","Licensed","Magazine Gift","Captain America","X","242106-1","","","","","","","10","1","Foil pack","Retail - limited","","","","","","","","","","","1274","457","0","0","X","5","5.9000","6.1700","Justin Ramsden,","","","","","0","0","0","0","0","","","","","","","","",""
"31803","242107","1","2021","Other","Marvel Super Heroes","Licensed","Magazine Gift","War Machine","X","242107-1","","","","","","","19","1","Foil pack","Retail - limited","","","","","","","","","","","1486","634","0","0","X","5","9.0000","4.9900","Justin Ramsden,","","","","","0","0","0","0","0","","","","","","","","",""
"32016","242108","1","2021","Other","Marvel Super Heroes","Licensed","Magazine Gift","Iron Spider","X","242108-1","","","","","","","14","1","Foil pack","Retail - limited","","","","","","","","","","","1324","448","0","0","X","0","5.7000","1.4600","Justin Ramsden,","","","","","0","0","0","0","0","","","","","","","","",""
"32298","242109","1","2021","Other","Marvel Super Heroes","Licensed","Magazine Gift","Black Widow","X","242109-1","","","","","","","15","1","Foil pack","Retail - limited","","","","","","","","","","","863","339","0","0","X","0","4.0000","3.8000","Justin Ramsden,","","","","","0","0","0","0","0","","","","","","","","",""
"32457","242210","1","2022","Other","Marvel Super Heroes","Licensed","Magazine Gift","Iron Man","X","242210-1","","","","","","","22","1","Foil pack","Retail - limited","","","","","","","","","","","1090","332","0","0","X","0","5.1000","4.0800","Justin Ramsden,","","","","","0","0","0","0","0","","","","","","","","",""
"33591","242211","1","2022","Other","Marvel Super Heroes","Licensed","Magazine Gift","Loki","X","242211-1","","","","","","","7","1","Foil pack","Retail - limited","","","","","","","","","","","1432","394","0","0","X","0","5.4100","5.7000","Justin Ramsden,","","","","","0","0","0","0","0","","","","","","","","",""
"33659","242212","1","2022","Other","Marvel Super Heroes","Licensed","Magazine Gift","Captain America","X","242212-1","","","","","","","8","1","Foil pack","Retail - limited","","","","","","","","","","","975","333","0","1","X","0","5.4100","","Justin Ramsden,","","","","","0","0","0","0","0","","","","","","","","",""
"33863","242213","1","2022","Other","Marvel Super Heroes","Licensed","Magazine Gift","War Machine","X","242213-1","","","","","","","13","1","Foil pack","Retail - limited","","","","","","","","","","","965","424","0","0","X","0","7.6600","8.9600","Justin Ramsden,","","","","","0","0","0","0","0","","","","","","","","",""
"33896","242214","1","2022","Other","Marvel Super Heroes","Licensed","Magazine Gift","Spider-Man","X","242214-1","","","","","","","4","1","Foil pack","Retail - limited","","","","","","","","","6","","678","256","0","0","X","0","3.8600","4.4600","Justin Ramsden,","","","","","0","0","0","0","0","","","","","","","","",""
"34060","242215","1","2022","Other","Marvel Super Heroes","Licensed","Magazine Gift","Thanos","X","241215-1","","","","","","","10","1","Paper bag","Retail - limited","","","","","","","","","","","998","238","0","0","X","0","4.5000","5.4400","Justin Ramsden,","","","","","0","0","0","0","0","","","","","","","","",""
"34085","242216","1","2022","Other","Marvel Super Heroes","Licensed","Magazine Gift","Carnage","X","242216-1","","","","","","","","1","Paper bag","Retail - limited","","","","","","","","","","","853","260","0","0","X","0","5.4800","5.4100","Justin Ramsden,","","","","","0","0","0","0","0","","","","","","","","",""
"34385","242217","1","2022","Other","Marvel Super Heroes","Licensed","Magazine Gift","Rescue and Drone","X","242217-1","","","","","","","18","1","Paper bag","Retail - limited","","","","","","","","","","","628","358","0","0","X","0","5.6600","5.6000","Justin Ramsden,","","","","","0","0","0","0","0","","","","","","","","",""
"34511","242316","1","2023","Other","Marvel Super Heroes","Licensed","Magazine Gift","Black Panther with Jet","X","242316-1","","","","","","","25","1","Paper bag","Retail - limited","","","","","","","","","","","841","240","0","0","X","0","3.6100","3.1000","Justin Ramsden,","","","","","0","0","0","0","0","","","","","","","","",""
"47009","242317","1","2023","Other","Marvel Super Heroes","Licensed","Magazine Gift","Doctor Strange","X","242317-1","","","","","","","9","1","Paper bag","Retail - limited","","","","","","","","","","","884","235","0","0","X","0","4.5400","","Justin Ramsden,","","","","","0","0","0","0","0","","","","","","","","",""
"47158","242318","1","2023","Other","Marvel Super Heroes","Licensed","Magazine Gift","Mighty Thor","X","242318-1","","","","","","","6","1","Paper bag","Retail - limited","","","","","","","","","","","633","282","0","0","X","0","4.3300","6.5000","Justin Ramsden,","","","","","0","0","0","0","0","","","","","","","","",""
"47294","242319","1","2023","Other","Marvel Super Heroes","Licensed","Magazine Gift","Groot","X","242319-1","","","","","","","5","1","Paper bag","Retail - limited","","","","","","","","","","","782","232","0","0","X","0","4.9100","","Justin Ramsden,","","","","","0","0","0","0","0","","","","","","","","",""
"48602","242320","1","2023","Other","Marvel Super Heroes","Licensed","Magazine Gift","Iron Man","X","242320-1","","","","","","","11","1","Paper bag","Retail - limited","","","","","","","","","","","583","197","0","0","X","0","5.1300","","Justin Ramsden,","","","","","0","0","0","0","0","","","","","","","","",""
"48755","242321","1","2023","Other","Marvel Super Heroes","Licensed","Magazine Gift","Captain Marvel","X","242321-1","","","","","","","27","1","Paper bag","Retail - limited","","","","","","","","","","","557","196","0","0","X","0","5.7100","","Justin Ramsden,","","","","","0","0","0","0","0","","","","","","","","",""
"49022","242401","1","2024","Other","Marvel Super Heroes","Licensed","Magazine Gift","War Machine","X","242401-1","","","","","","","16","","Paper bag","Retail - limited","","","","","","","","","","","673","240","0","0","X","0","5.0200","5.3300","Justin Ramsden,","","","","","0","0","0","0","0","","","","","","","","",""
"49115","242402","1","2024","Other","Marvel Super Heroes","Licensed","Magazine Gift","Star-Lord","X","242402-1","","","","","","","49","1","Paper bag","Retail - limited","","","","","","","","","","","563","172","0","0","X","0","4.1600","","Justin Ramsden,","","","","","0","0","0","0","0","","","","","","","","",""
"50278","242403","1","2024","Other","Marvel Super Heroes","Licensed","Magazine Gift","Thor","X","242403-1","","","","","","","7","1","Paper bag","Retail - limited","","","","","","","","","6","","342","123","0","0","X","0","5.8600","","Justin Ramsden,","","","","","0","0","0","0","0","","","","","","","","",""
"50376","242404","1","2024","Other","Marvel Super Heroes","Licensed","Magazine Gift","Rocket Raccoon","X","242404-1","","","","","","","12","1","Paper bag","Retail - limited","","","","","","","","","","","353","119","0","0","X","0","5.6900","","Justin Ramsden,","","","","","0","0","0","0","0","","","","","","","","",""
"50516","242405","1","2024","Other","Marvel Super Heroes","Licensed","Magazine Gift","Loki","X","242405-1","","","","","","","7","","Paper bag","Retail - limited","","","","","","","","","6","","51","67","0","0","","0","6.1600","","","","","","","0","0","0","0","0","","","","","","","","",""
"34467","682303","1","2023","Other","Marvel Super Heroes","Licensed","Magazine Gift","Miles Morales","X","682303-1","","","","","","","8","1","Paper bag","Retail - limited","","","","","","","","","","","896","297","0","0","X","0","5.3300","2.8500","Justin Ramsden,","","","","","0","0","0","0","0","","","","","","","","",""
"47044","682304","1","2023","Other","Marvel Super Heroes","Licensed","Magazine Gift","Green Goblin","X","682304-1","","","","","","","19","1","Paper bag","Retail - limited","","","","","","","","","","","800","246","0","0","X","0","4.6900","3.7600","Justin Ramsden,","","","","","0","0","0","0","0","","","","","","","","",""
