Código del Set,Nombre del Set,Año de Lanzamiento,PVP,Precio como Nuevo,Precio como Usado,Valoración de Usuarios
76149,76149:  The Menace of Mysterio,1 Jan 2020 - 31 Dec 2020 (11m 30d),"$29.99, €34.99 | More",~€24.63,~€5.46,✭✭✭✩✩ 3.2 36 ratings
76150,76150:  Spiderjet vs. Venom Mech,1 Jan 2020 - 31 Jul 2021 (1y 6m 29d),"$29.99, €39.99 | More",~€47.68,~€35.84,✭✭✭✭✩ 3.4 85 ratings
76151,76151:  Venomosaurus Ambush,1 Jun 2020 - 31 Dec 2021 (1y 6m 30d),"$79.99, €79.99 | More",~€79.14,~€41.40,✭✭✭✭✩ 3.9 52 ratings
76152,76152:  Avengers Wrath of Loki,1 Jun 2020 - 31 Dec 2021 (1y 6m 30d),"$59.99, €59.99 | More",~€58.09,~€42.04,✭✭✭✩✩ 3.2 25 ratings
76153,76153:  Avengers Helicarrier,1 Jun 2020 - 31 Dec 2021 (1y 6m 30d),"$119.99, €119.99 | More",~€134.63,~€90.98,✭✭✭✭✩ 4.0 82 ratings
76154,76154:  Deviant Ambush!,1 Oct 2021 - 31 Dec 2022 (1y 2m 29d),"$24.99, €19.99 | More",~€12.78,~€10.14,✭✭✭✭✩ 3.6 127 ratings Brickset review
76155,76155:  In Arishem's Shadow,1 Oct 2021 - 31 Dec 2022 (1y 2m 29d),"$59.99, €69.99 | More",~€30.18,~€22.27,✭✭✭✭✩ 3.8 142 ratings 1 review Brickset review
76156,76156:  Rise of the Domo,1 Oct 2021 - 31 Dec 2022 (1y 2m 29d),"$89.99, €99.99 | More",~€73.99,~€35.74,✭✭✭✭✩ 4.0 119 ratings Brickset review
76162,76162:  Black Widow's Helicopter Chase,1 Mar 2020 - 31 Dec 2021 (1y 10m),"$29.99, €29.99 | More",~€48.84,~€20.02,✭✭✭✭✩ 3.7 149 ratings 1 review
76163,76163:  Venom Crawler,1 Mar 2020 - 31 Dec 2021 (1y 10m),"$29.99, €29.99 | More",~€44.82,~€17.04,✭✭✭✭✩ 3.8 57 ratings
76164,76164:  Iron Man Hulkbuster versus A.I.M. Agent,1 Aug 2020 - 31 Dec 2021 (1y 4m 30d),"$39.99, €39.99 | More",~€43.45,~€31.84,✭✭✭✭✩ 3.6 85 ratings 1 review Brickset review
76165,76165:  Iron Man Helmet,1 Aug 2020 - 31 Dec 2021 (1y 4m 30d),"$59.99, €59.99 | More",~€111.51,~€71.19,✭✭✭✭✩ 3.9 165 ratings 1 review Brickset review
76166,76166:  Avengers Tower Battle,1 Aug 2020 - 31 Dec 2021 (1y 4m 30d),"$89.99, €89.99 | More",~€105.10,~€82.86,✭✭✭✭✭ 4.3 198 ratings 1 review
76167,76167:  Iron Man Armory,1 Aug 2020 - 31 Dec 2021 (1y 4m 30d),"$29.99, €29.99 | More",~€45.87,~€31.90,✭✭✭✭✩ 3.8 156 ratings 1 review Brickset review
76168,76168:  Captain America Mech Armor,1 Jan 2021 - 31 Dec 2021 (11m 29d),"$9.99, €9.99 | More",~€18.00,~€9.47,✭✭✭✭✩ 3.6 146 ratings 2 reviews Brickset review
76169,76169:  Thor Mech Armor,1 Jan 2021 - 31 Dec 2021 (11m 29d),"$9.99, €9.99 | More",~€13.62,~€6.53,✭✭✭✭✩ 3.5 128 ratings 1 review Brickset review
76170,76170:  Iron Man vs. Thanos,1 Mar 2021 - 31 Dec 2021 (10m),"$19.99, €19.99 | More",~€17.88,~€14.84,✭✭✭✭✩ 3.5 22 ratings Brickset review
76171,76171:  Miles Morales Mech Armor,1 Jan 2021 - 31 Dec 2021 (11m 29d),"$9.99, €9.99 | More",~€15.35,~€8.20,✭✭✭✭✩ 3.5 171 ratings 1 review Brickset review
76172,76172:  Spider-Man and Sandman Showdown,1 Jan 2021 - 31 Dec 2021 (11m 29d),"$9.99, €9.99 | More",~€14.33,~€3.51,✭✭✭✭✩ 3.4 50 ratings 2 reviews Brickset review
76173,76173:  Spider-Man and Ghost Rider vs. Carnage,1 Jan 2021 - 31 Dec 2021 (11m 29d),"$19.99, €19.99 | More",~€25.68,~€16.52,✭✭✭✭✩ 4.0 177 ratings 5 reviews Brickset review
76174,76174:  Spider-Man's Monster Truck vs. Mysterio,1 Jan 2021 - 31 Dec 2021 (11m 29d),"$39.99, €49.99 | More",~€41.60,~€33.32,✭✭✭✭✩ 3.4 62 ratings Brickset review
76175,76175:  Attack on the Spider Lair,1 Mar 2021 - 31 Dec 2022 (1y 10m),"$69.99, €79.99 | More",~€63.73,~€36.95,✭✭✭✭✩ 3.8 69 ratings 1 review Brickset review
76176,76176:  Escape from The Ten Rings,26 Apr 2021 - 31 Dec 2022 (1y 8m 5d),"$29.99, €29.99 | More",~€16.68,~€9.28,✭✭✭✩✩ 3.1 78 ratings
76177,76177:  Battle at the Ancient Village,26 Apr 2021 - 31 Dec 2022 (1y 8m 5d),"$39.99, €39.99 | More",~€28.08,~€18.55,✭✭✭✭✩ 3.8 126 ratings 1 review
76178,76178:  Daily Bugle,1 Jun 2021 - {t.b.a},"$349.99, €349.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✭ 4.5 472 ratings 5 reviews Brickset review
76184,76184:  Spider-Man vs. Mysterio's Drone Attack,1 Oct 2021 - 31 Dec 2022 (1y 2m 29d),"$19.99, €19.99 | More",~€16.42,~€15.92,✭✭✭✩✩ 3.0 80 ratings
76185,76185:  Spider-Man at the Sanctum Workshop,1 Oct 2021 - 31 Dec 2022 (1y 2m 29d),"$39.99, €39.99 | More",~€36.72,~€20.62,✭✭✭✭✩ 3.7 162 ratings 3 reviews
76186,76186:  Black Panther Dragon Flyer,1 Jun 2021 - 31 Dec 2022 (1y 6m 30d),"$19.99, €19.99 | More",~€14.15,~€8.93,✭✭✭✭✩ 3.8 181 ratings 1 review Brickset review
76187,76187:  Venom,26 Apr 2021 - 31 Dec 2023 (2y 8m 5d),"$69.99, €69.99 | More",~€58.60,~€31.37,✭✭✭✭✭ 4.3 90 ratings 2 reviews Brickset review
76189,76189:  Captain America and Hydra Face-Off,1 Jun 2021 - 31 Dec 2022 (1y 6m 30d),"$9.99, €9.99 | More",~€8.45,~€3.48,✭✭✭✩✩ 3.1 91 ratings Brickset review
76190,76190:  Iron Man: Iron Monger Mayhem,1 Jun 2021 - 31 Dec 2022 (1y 6m 30d),"$39.99, €39.99 | More",~€31.81,~€28.27,✭✭✭✭✩ 3.8 182 ratings 2 reviews Brickset review
76191,76191:  Infinity Gauntlet,1 Jun 2021 - {t.b.a},"$79.99, €89.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✭ 4.3 258 ratings 5 reviews Brickset review
76192,76192:  Avengers: Endgame Final Battle,1 Jun 2021 - 31 Dec 2022 (1y 6m 30d),"$69.99, €89.99 | More",~€56.78,~€43.60,✭✭✭✭✩ 3.9 182 ratings 1 review Brickset review
76193,76193:  The Guardians' Ship,1 Jun 2021 - 31 Dec 2023 (2y 6m 29d),"$159.99, €159.99 | More",~€131.37,~€93.77,✭✭✭✭✭ 4.6 354 ratings 6 reviews Brickset review
76194,76194:  Tony Stark's Sakaarian Iron Man,1 Aug 2021 - 31 Dec 2022 (1y 4m 30d),"$34.99, €34.99 | More",~€25.52,~€18.55,✭✭✭✭✩ 3.6 111 ratings Brickset review
76195,76195:  Spider-Man's Drone Duel,1 Oct 2021 - 31 Dec 2022 (1y 2m 29d),"$19.99, €19.99 | More",~€16.80,~€11.13,✭✭✭✭✩ 3.4 142 ratings Brickset review
76196,76196:  The Avengers Advent Calendar,1 Sep 2021 - 31 Dec 2021 (3m 29d),"$39.99, €29.99 | More",~€33.55,~€24.89,✭✭✭✭✩ 3.8 125 ratings
76198,76198:  Spider-Man & Doctor Octopus Mech Battle,26 Apr 2021 - 31 Dec 2022 (1y 8m 5d),"$19.99, €19.99 | More",~€26.80,~€25.98,✭✭✭✭✩ 3.3 45 ratings Brickset review
76199,76199:  Carnage,1 May 2021 - 31 Dec 2022 (1y 8m),"$59.99, €59.99 | More",~€76.51,~€52.72,✭✭✭✭✩ 4.0 60 ratings Brickset review
76200,76200:  Bro Thor's New Asgard,1 Aug 2021 - 31 Dec 2022 (1y 4m 30d),"$29.99, €29.99 | More",~€26.23,~€18.93,✭✭✭✭✩ 4.2 271 ratings 2 reviews Brickset review
76201,76201:  Captain Carter & The Hydra Stomper,1 Aug 2021 - 31 Dec 2022 (1y 4m 30d),"$29.99, €29.99 | More",~€23.93,~€16.70,✭✭✭✭✩ 3.6 100 ratings Brickset review
76202,76202:  Wolverine Mech Armor,1 Apr 2022 - 31 Dec 2022 (9m),"$9.99, €9.99 | More",~€8.95,~€5.08,✭✭✭✭✩ 3.7 222 ratings 2 reviews Brickset review
76203,76203:  Iron Man Mech Armor,1 Apr 2022 - 31 Dec 2022 (9m),"$9.99, €9.99 | More",~€11.80,~€5.71,✭✭✭✭✩ 3.3 101 ratings Brickset review
76204,76204:  Black Panther Mech Armor,1 Apr 2022 - 31 Dec 2022 (9m),"$9.99, €9.99 | More",~€9.47,~€5.54,✭✭✭✭✩ 3.4 114 ratings Brickset review
76205,76205:  Gargantos Showdown,1 Jan 2022 - 31 Dec 2022 (11m 29d),"$29.99, €29.99 | More",~€20.46,~€12.52,✭✭✭✭✩ 4.0 252 ratings 1 review Brickset review
76206,76206:  Iron Man Figure,1 Jan 2022 - 31 Dec 2023 (1y 11m 28d),"$39.99, €44.99 | More",~€28.94,~€18.52,✭✭✭✭✩ 3.6 55 ratings Brickset review
76207,76207:  Attack on New Asgard,26 Apr 2022 - 31 Dec 2023 (1y 8m 5d),"$19.99, €19.99 | More",~€13.06,~€4.51,✭✭✭✩✩ 3.0 80 ratings 1 review
76208,76208:  The Goat Boat,26 Apr 2022 - 31 Dec 2023 (1y 8m 5d),"$59.99, €59.99 | More",~€35.41,~€27.92,✭✭✭✭✩ 4.1 179 ratings 1 review Brickset review
76209,76209:  Thor's Hammer,1 Mar 2022 - 31 Dec 2023 (1y 10m),"$99.99, €119.99 | More",~€142.76,~€120.73,✭✭✭✭✭ 4.4 94 ratings 3 reviews Brickset review
76210,76210:  Hulkbuster,4 Nov 2022 - 31 Dec 2024 (2y 1m 27d),"$549.99, €549.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 3.6 21 ratings Brickset review
76211,76211:  Shuri's Sunbird,1 Oct 2022 - 31 Dec 2023 (1y 2m 29d),"$49.99, €49.99 | More",~€21.18,~€13.92,✭✭✭✭✩ 3.6 70 ratings
76212,76212:  Shuri's Lab,1 Oct 2022 - 31 Dec 2023 (1y 2m 29d),"$9.99, €9.99 | More",~€6.68,Precio usado no disponible,✭✭✭✩✩ 3.2 66 ratings
76213,76213:  King Namor's Throne Room,1 Oct 2022 - 31 Dec 2023 (1y 2m 29d),"$34.99, €34.99 | More",~€13.92,~€10.42,✭✭✭✭✩ 3.7 95 ratings Brickset review
76214,76214:  Black Panther: War on the Water,1 Oct 2022 - 31 Dec 2023 (1y 2m 29d),"$89.99, €89.99 | More",~€31.01,~€46.39,✭✭✭✭✩ 3.5 66 ratings Brickset review
76215,76215:  Black Panther,1 Oct 2022 - 31 Dec 2023 (1y 2m 29d),"$349.99, €349.99 | More",~€185.24,~€151.84,✭✭✭✭✩ 3.6 21 ratings Brickset review
76216,76216:  Iron Man Armory,1 Jun 2022 - 31 Dec 2023 (1y 6m 30d),"$89.99, €89.99 | More",~€58.20,~€41.75,✭✭✭✭✩ 3.6 111 ratings 1 review
76217,76217:  I am Groot,1 Jun 2022 - 31 Dec 2024 (2y 7m),"$54.99, €49.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 4.1 158 ratings 2 reviews Brickset review
76218,76218:  Sanctum Sanctorum,1 Aug 2022 - {t.b.a},"$249.99, €249.99 | More",~€187.08,~€157.70,✭✭✭✭✭ 4.5 305 ratings 3 reviews
76219,76219:  Spider-Man & Green Goblin Mech Battle,1 Apr 2022 - 31 Dec 2022 (9m),"$19.99, €19.99 | More",~€26.25,~€23.19,Brickset review
76223,76223:  Nano Gauntlet,1 Aug 2022 - {t.b.a},"$69.99, €69.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 4.2 66 ratings Brickset review
76225,76225:  Miles Morales Figure,1 Sep 2022 - 31 Dec 2023 (1y 3m 29d),"$24.99, €29.99 | More",~€19.52,~€15.37,Brickset review
76226,76226:  Spider-Man Figure,1 Sep 2022 - 31 Dec 2024 (2y 3m 30d),"$24.99, €29.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 3.9 21 ratings Brickset review
76230,76230:  Venom Figure,1 Sep 2022 - 31 Dec 2023 (1y 3m 29d),"$24.99, €29.99 | More",~€23.84,~€19.76,✭✭✭✭✩ 4.0 25 ratings Brickset review
76231,76231:  Guardians of the Galaxy Advent Calendar,1 Sep 2022 - 31 Dec 2022 (3m 29d),"$44.99, €34.99 | More",~€27.91,~€16.84,✭✭✭✭✩ 3.6 122 ratings 1 review
76232,76232:  The Hoopty,1 Oct 2023 - 31 Dec 2024 (1y 3m),"$89.99, €94.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 3.3 20 ratings Brickset review
76237,76237:  Sanctuary II: Endgame Battle,1 Oct 2021 - 31 Dec 2022 (1y 2m 29d),"$39.99, €39.99 | More",~€39.44,~€21.43,✭✭✭✭✩ 3.5 80 ratings 1 review
76241,76241:  Hulk Mech Armor,1 Jan 2023 - 31 Dec 2024 (1y 11m 29d),"$14.99, €14.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 3.4 62 ratings
76242,76242:  Thanos Mech Armor,1 Jan 2023 - 31 Dec 2023 (11m 29d),"$14.99, €14.99 | More",~€12.39,~€6.86,✭✭✭✭✩ 3.4 54 ratings 2 reviews
76243,76243:  Rocket Mech Armor,1 Jan 2023 - 31 Dec 2024 (1y 11m 29d),"$14.99, €14.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 3.4 56 ratings
76244,76244:  Miles Morales vs. Morbius,1 Jan 2023 - 31 Dec 2024 (1y 11m 29d),"$24.99, €24.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 3.6 116 ratings 2 reviews Brickset review
76245,76245:  Ghost Rider Mech & Bike,1 Jan 2023 - 31 Dec 2024 (1y 11m 29d),"$34.99, €34.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 3.5 42 ratings Brickset review
76247,76247:  The Hulkbuster: The Battle of Wakanda,1 Jan 2023 - 31 Dec 2024 (1y 11m 29d),"$49.99, €49.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 4.0 84 ratings 1 review Brickset review
76248,76248:  The Avengers Quinjet,1 Jan 2023 - 31 Dec 2024 (1y 11m 29d),"$99.99, €99.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✭ 4.3 146 ratings 1 review
76249,76249:  Venomized Groot,1 Aug 2023 - 31 Dec 2024 (1y 5m),"$49.99, €52.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 3.9 20 ratings
76250,76250:  Wolverine's Adamantium Claws,1 Aug 2023 - 31 Dec 2024 (1y 5m),"$69.99, €74.99 | More",Precio nuevo no disponible,Precio usado no disponible,Brickset review
76251,76251:  Star-Lord's Helmet,1 Apr 2023 - 31 Dec 2024 (1y 9m),"$79.99, €79.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✭ 4.4 28 ratings Brickset review
76253,76253:  Guardians of the Galaxy Headquarters,1 Apr 2023 - 31 Dec 2023 (9m),"$9.99, €9.99 | More",~€6.44,~€6.59,✭✭✭✭✩ 3.6 135 ratings 2 reviews Brickset review
76254,76254:  Baby Rocket's Ship,1 Apr 2023 - 31 Dec 2024 (1y 9m),"$34.99, €34.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 3.8 84 ratings Brickset review
76255,76255:  The New Guardians' Ship,1 Apr 2023 - 31 Dec 2023 (9m),"$99.99, €99.99 | More",~€83.45,~€29.68,✭✭✭✭✩ 4.2 116 ratings 2 reviews
76256,76256:  Ant-Man Construction Figure,1 May 2023 - 31 Dec 2024 (1y 8m 1d),"$29.99, €34.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 3.7 34 ratings 1 review Brickset review
76257,76257:  Wolverine Construction Figure,1 Jun 2023 - 31 Dec 2024 (1y 7m),"$32.99, €37.99 | More",Precio nuevo no disponible,Precio usado no disponible,Brickset review
76258,76258:  Captain America Construction Figure,1 Jun 2023 - 31 Dec 2024 (1y 7m),"$32.99, €37.99 | More",Precio nuevo no disponible,Precio usado no disponible,Brickset review
76260,76260:  Black Widow & Captain America Motorcycles,1 Jun 2023 - 31 Dec 2024 (1y 7m),"$15.99, €15.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 3.6 47 ratings Brickset review
76261,76261:  Spider-Man Final Battle,1 Aug 2023 - {t.b.a},"$109.99, €104.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✭ 4.3 131 ratings 1 review
76262,76262:  Captain America's Shield,1 Aug 2023 - 31 Dec 2024 (1y 5m),"$199.99, €209.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 3.8 21 ratings Brickset review
76263,76263:  Iron Man Hulkbuster vs. Thanos,1 Aug 2023 - 31 Dec 2024 (1y 5m),"$26.99, €26.99 | More",Precio nuevo no disponible,Precio usado no disponible,Brickset review
76266,76266:  Endgame Final Battle,1 Aug 2023 - 31 Dec 2024 (1y 5m),"$99.99, €104.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 3.7 34 ratings 1 review
76267,76267:  Avengers Advent Calendar,1 Sep 2023 - 31 Dec 2023 (3m 29d),"$44.99, €37.99 | More",~€25.27,~€22.27,✭✭✭✩✩ 3.0 57 ratings
76269,76269:  Avengers Tower,24 Nov 2023 - {t.b.a},"$499.99, €499.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✭ 4.4 110 ratings 3 reviews Brickset review
76275,76275:  Motorcycle Chase: Spider-Man vs. Doc Ock,1 Jan 2024 - 31 Dec 2024 (11m 30d),"$9.99, €9.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 3.5 41 ratings Brickset review
76276,76276:  Venom Mech Armor vs. Miles Morales,1 Jan 2024 - {t.b.a},"$14.99, €14.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 3.8 32 ratings 2 reviews
76277,76277:  War Machine Mech Armor,1 Jan 2024 - {t.b.a},"$14.99, €14.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 4.0 54 ratings 1 review Brickset review
76278,76278:  Rocket's Warbird vs. Ronan,1 Jan 2024 - {t.b.a},"$37.99, €37.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 3.7 42 ratings Brickset review
76279,76279:  Spider-Man Race Car & Venom Green Goblin,1 Jan 2024 - {t.b.a},"$34.99, €29.99 | More",Precio nuevo no disponible,Precio usado no disponible,
76280,76280:  Spider-Man vs. Sandman: Final Battle,1 Jan 2024 - {t.b.a},"$37.99, €37.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 3.9 90 ratings 3 reviews
76281,76281:  X-Men X-Jet,1 Jan 2024 - {t.b.a},"$84.99, €84.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 3.6 51 ratings 1 review
76282,76282:  Rocket & Baby Groot,1 Jan 2024 - {t.b.a},"$59.99, €59.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 4.1 20 ratings
76284,76284:  Green Goblin Construction Figure,1 Apr 2024 - {t.b.a},"$34.99, €37.99 | More",Precio nuevo no disponible,Precio usado no disponible,
76285,76285:  Spider-Man's Mask,1 Jan 2024 - {t.b.a},"$69.99, €69.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 4.2 22 ratings Brickset review
76286,76286:  The Milano Spaceship,1 Aug 2024 - {t.b.a},"$179.99, €179.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✭ 4.7 30 ratings 1 review Brickset review
76287,76287:  Iron Man with Bike and The Hulk,1 Aug 2024 - {t.b.a},"$14.99, €14.99 | More",Precio nuevo no disponible,Precio usado no disponible,
76288,76288:  Iron Man & Iron Legion vs. Hydra Soldier,1 Aug 2024 - {t.b.a},"$19.99, €21.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 3.9 24 ratings 1 review Brickset review
76289,76289:  Thor vs. Surtur Construction Figure,1 Aug 2024 - {t.b.a},"$29.99, €29.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✭ 4.3 20 ratings Brickset review
76290,76290:  The Avengers vs. The Leviathan,1 Aug 2024 - {t.b.a},"$49.99, €49.99 | More",Precio nuevo no disponible,Precio usado no disponible,Brickset review
76291,76291:  The Avengers Assemble: Age of Ultron,1 Aug 2024 - {t.b.a},"$99.99, €99.99 | More",Precio nuevo no disponible,Precio usado no disponible,
76292,76292:  {?},Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,
76293,76293:  Spider-Man 2024 Advent Calendar,1 Sep 2024 - 31 Dec 2024 (3m 29d),"$44.99, €34.99 | More",Precio nuevo no disponible,Precio usado no disponible,
76294,76294:  X-Men: The X-Mansion,Año no disponible,"$329.99, €329.99 | More",Precio nuevo no disponible,Precio usado no disponible,Brickset review
76295,76295:  The Avengers Helicarrier,1 Aug 2024 - {t.b.a},"$79.99, €79.99 | More",Precio nuevo no disponible,Precio usado no disponible,Brickset review
76296,76296:  Sam Wilson Captain America Buildable Figure,Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,
76297,76297:  Dancing Groot,1 Aug 2024 - {t.b.a},"$44.99, €44.99 | More",Precio nuevo no disponible,Precio usado no disponible,
76298,76298:  Iron Spider-Man Construction Figure,1 Apr 2024 - {t.b.a},"$29.99, €34.99 | More",Precio nuevo no disponible,Precio usado no disponible,
77902,77902:  Captain Marvel and the Asis,Año no disponible,PVP no disponible,~€510.24,Precio usado no disponible,
77905,77905:  Taskmaster's Ambush,1 Oct 2020 - 31 Oct 2020 (30d),$39.99,~€59.29,~€48.68,✭✭✭✭✩ 4.0 65 ratings 2 reviews
242001,242001:  Spider-Man,Año no disponible,PVP no disponible,~€5.23,~€4.90,✭✭✭✭✩ 3.6 36 ratings
242002,242002:  Iron Man,Año no disponible,PVP no disponible,~€4.99,~€4.03,✭✭✭✭✩ 3.7 29 ratings
242003,242003:  Captain Marvel,Año no disponible,PVP no disponible,~€5.18,~€5.79,✭✭✭✭✩ 4.0 30 ratings
242104,242104:  Venom,Año no disponible,PVP no disponible,~€5.92,~€4.98,✭✭✭✭✩ 3.6 40 ratings
242105,242105:  Thor,Año no disponible,PVP no disponible,~€4.08,~€4.09,✭✭✭✭✩ 3.8 33 ratings
242106,242106:  Captain America,Año no disponible,PVP no disponible,~€5.47,~€5.72,✭✭✭✭✩ 4.1 32 ratings 1 review
242107,242107:  War Machine,Año no disponible,PVP no disponible,~€8.35,~€4.63,✭✭✭✭✩ 3.9 42 ratings 1 review
242108,242108:  Iron Spider,Año no disponible,PVP no disponible,~€5.29,~€1.35,✭✭✭✭✩ 3.8 34 ratings
242109,242109:  Black Widow,Año no disponible,PVP no disponible,~€3.71,~€3.53,✭✭✭✭✩ 4.1 20 ratings
242210,242210:  Iron Man,Año no disponible,PVP no disponible,~€4.73,~€3.79,
242211,242211:  Loki,Año no disponible,PVP no disponible,~€5.02,~€5.29,✭✭✭✭✭ 4.3 38 ratings
242212,242212:  Captain America,Año no disponible,PVP no disponible,~€5.02,Precio usado no disponible,✭✭✭✭✩ 3.6 21 ratings
242213,242213:  War Machine,Año no disponible,PVP no disponible,~€7.11,~€8.31,✭✭✭✭✩ 4.0 21 ratings
242214,242214:  Spider-Man,Año no disponible,PVP no disponible,~€3.58,~€4.14,
242215,242215:  Thanos,Año no disponible,PVP no disponible,~€4.17,~€5.05,
242216,242216:  Carnage,Año no disponible,PVP no disponible,~€5.08,~€5.02,
242217,242217:  Rescue and Drone,Año no disponible,PVP no disponible,~€5.25,~€5.20,
242316,242316:  Black Panther with Jet,Año no disponible,PVP no disponible,~€3.35,~€2.88,
242317,242317:  Doctor Strange,Año no disponible,PVP no disponible,~€4.21,Precio usado no disponible,
242318,242318:  Mighty Thor,Año no disponible,PVP no disponible,~€4.02,~€6.03,
242319,242319:  Groot,Año no disponible,PVP no disponible,~€4.56,Precio usado no disponible,
242320,242320:  Iron Man,Año no disponible,PVP no disponible,~€4.76,Precio usado no disponible,
242321,242321:  Captain Marvel,Año no disponible,PVP no disponible,~€5.30,Precio usado no disponible,
242401,242401:  War Machine,Año no disponible,PVP no disponible,~€4.66,~€4.94,
242402,242402:  Star-Lord,Año no disponible,PVP no disponible,~€3.86,Precio usado no disponible,
242403,242403:  Thor,Año no disponible,PVP no disponible,~€5.44,Precio usado no disponible,
242404,242404:  Rocket Raccoon,Año no disponible,PVP no disponible,~€5.28,Precio usado no disponible,
242405,242405:  Loki,Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,
682303,682303:  Miles Morales,Año no disponible,PVP no disponible,~€4.94,~€2.64,
682304,682304:  Green Goblin,Año no disponible,PVP no disponible,~€4.35,~€3.49,✭✭✭✭✩ 3.5 21 ratings
682305,682305:  Venom,Año no disponible,PVP no disponible,~€5.52,Precio usado no disponible,1 review
682306,682306:  Spider-Man,Año no disponible,PVP no disponible,~€4.31,Precio usado no disponible,
682401,682401:  Doc Ock,Año no disponible,PVP no disponible,~€4.35,Precio usado no disponible,
682402,682402:  Miles Morales,Año no disponible,PVP no disponible,~€4.04,Precio usado no disponible,
682403,682403:  Mysterio,Año no disponible,PVP no disponible,~€5.20,Precio usado no disponible,
682404,682404:  Spider-Man with Spider-Crawler,Año no disponible,PVP no disponible,~€4.40,Precio usado no disponible,
682405,682405:  Ghost-Spider,Año no disponible,PVP no disponible,~€5.50,Precio usado no disponible,
5000022,5000022:  Hulk,Año no disponible,PVP no disponible,~€22.43,~€11.67,✭✭✭✭✩ 3.7 63 ratings 7 reviews
5002125,5002125:  Electro,Año no disponible,PVP no disponible,~€10.76,~€10.44,✭✭✭✭✩ 4.1 79 ratings 4 reviews
5002145,5002145:  Rocket Raccoon,Año no disponible,$4.99,~€17.86,~€13.92,✭✭✭✭✩ 4.2 148 ratings 3 reviews
5002943,5002943:  Winter Soldier,Año no disponible,PVP no disponible,~€15.23,~€9.50,✭✭✭✭✩ 3.9 182 ratings 4 reviews Brickset review
5002946,5002946:  Silver Centurion,Año no disponible,PVP no disponible,~€82.74,~€60.30,✭✭✭✭✭ 4.5 176 ratings 5 reviews Brickset review
5003084,5003084:  The Hulk,Año no disponible,PVP no disponible,~€23.67,~€16.50,✭✭✭✭✩ 3.6 101 ratings 3 reviews Brickset review
5005256,5005256:  Marvel Super Heroes Minifigure Collection,Año no disponible,PVP no disponible,~€73.36,~€59.30,✭✭✭✭✭ 4.4 189 ratings 3 reviews Brickset review
5009015,5009015:  Cerebro,Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,
6250093,6250093:  Iron Man Mosaic,Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,
6487481,6487481:  Taxi,Año no disponible,PVP no disponible,Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 3.6 27 ratings
6487483,6487483:  Taxi,Año no disponible,PVP no disponible,~€46.09,~€37.11,
