Código del Set,Nombre del Set,Año de Lanzamiento,PVP,Precio como Nuevo,Precio como Usado,Valoración de Usuarios
76392,76392:  Hogwarts Wizard's Chess,1 Jun 2021 - 31 Dec 2022 (1y 6m 30d),"$59.99, €69.99 | More",~€86.21,~€60.08,✭✭✭✭✩ 3.8 136 ratings 2 reviews
76393,76393:  Harry Potter & Hermione Granger,1 Jun 2021 - 31 Dec 2022 (1y 6m 30d),"$119.99, €129.99 | More",~€79.03,~€69.22,✭✭✭✭✩ 4.1 70 ratings Brickset review
76394,"76394:  Fawkes, Dumbledore's Phoenix",1 Jun 2021 - 31 Dec 2022 (1y 6m 30d),"$39.99, €39.99 | More",~€63.67,~€40.39,✭✭✭✭✩ 4.2 164 ratings
76395,76395:  Hogwarts: First Flying Lesson,1 Jun 2021 - 31 Dec 2022 (1y 6m 30d),"$29.99, €29.99 | More",~€33.47,~€23.19,✭✭✭✭✩ 3.7 163 ratings 1 review
76396,76396:  Hogwarts Moment: Divination Class,1 Mar 2022 - 31 Dec 2022 (10m),"$29.99, €29.99 | More",~€24.30,~€14.25,✭✭✭✭✩ 3.8 113 ratings Brickset review
76397,76397:  Hogwarts Moment: Defence Against the Dark Arts Class,1 Mar 2022 - 31 Dec 2022 (10m),"$29.99, €29.99 | More",~€27.93,~€21.06,✭✭✭✭✩ 3.8 108 ratings 1 review Brickset review
76398,76398:  Hogwarts Hospital Wing,1 Mar 2022 - 31 Dec 2023 (1y 10m),"$49.99, €49.99 | More",~€48.90,~€41.14,✭✭✭✭✩ 4.0 146 ratings Brickset review
76399,76399:  Hogwarts Magical Trunk,1 Mar 2022 - 31 Dec 2023 (1y 10m),"$64.99, €64.99 | More",~€40.74,~€25.02,✭✭✭✭✩ 3.6 95 ratings
76400,76400:  Hogwarts Carriage and Thestrals,1 Jun 2022 - 31 Dec 2023 (1y 6m 30d),"$19.99, €19.99 | More",~€14.76,~€9.00,✭✭✭✭✩ 3.8 164 ratings 1 review Brickset review
76401,76401:  Hogwarts Courtyard: Sirius's Rescue,1 Jun 2022 - 31 Dec 2023 (1y 6m 30d),"$49.99, €49.99 | More",~€40.62,~€28.05,✭✭✭✭✩ 3.5 104 ratings
76402,76402:  Hogwarts: Dumbledore's Office,1 Jun 2022 - 31 Dec 2024 (2y 7m),"$79.99, €89.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 4.0 124 ratings
76403,76403:  The Ministry of Magic,1 Jun 2022 - 31 Dec 2023 (1y 6m 30d),"$99.99, €99.99 | More",~€60.52,~€52.47,✭✭✭✭✩ 3.8 126 ratings 2 reviews
76404,76404:  LEGO Harry Potter Advent Calendar,1 Sep 2022 - 31 Dec 2022 (3m 29d),"$44.99, €34.99 | More",~€21.46,~€15.77,✭✭✭✭✩ 3.4 97 ratings 1 review
76405,76405:  Hogwarts Express - Collectors' Edition,31 Aug 2022 - 31 Dec 2024 (2y 4m),"$499.99, €499.99 | More",~€386.10,~€281.82,✭✭✭✭✩ 4.2 76 ratings Brickset review
76406,76406:  Hungarian Horntail Dragon,1 Jun 2022 - 31 Dec 2023 (1y 6m 30d),"$49.99, €49.99 | More",~€49.20,~€37.17,✭✭✭✭✭ 4.3 129 ratings
76407,76407:  The Shrieking Shack & Whomping Willow,1 Jun 2022 - 31 Dec 2024 (2y 7m),"$89.99, €89.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 4.1 116 ratings Brickset review
76408,76408:  12 Grimmauld Place,1 Jun 2022 - 31 Dec 2023 (1y 6m 30d),"$119.99, €129.99 | More",~€134.02,~€113.96,✭✭✭✭✭ 4.3 118 ratings Brickset review
76409,76409:  Gryffindor House Banner,1 Mar 2023 - 31 Dec 2023 (10m),"$34.99, €34.99 | More",~€25.18,~€16.58,✭✭✭✭✩ 3.6 57 ratings Brickset review
76410,76410:  Slytherin House Banner,1 Mar 2023 - 31 Dec 2023 (10m),"$34.99, €34.99 | More",~€24.58,Precio usado no disponible,✭✭✭✭✩ 3.6 56 ratings 1 review Brickset review
76411,76411:  Ravenclaw House Banner,1 Mar 2023 - 31 Dec 2023 (10m),"$34.99, €34.99 | More",~€28.69,~€18.13,✭✭✭✭✩ 3.6 58 ratings Brickset review
76412,76412:  Hufflepuff House Banner,1 Mar 2023 - 31 Dec 2023 (10m),"$34.99, €34.99 | More",~€25.22,~€16.52,✭✭✭✭✩ 3.6 58 ratings Brickset review
76413,76413:  Hogwarts: Room of Requirement,1 Mar 2023 - 31 Dec 2024 (1y 10m 1d),"$49.99, €49.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 3.8 90 ratings
76414,76414:  Expecto Patronum,1 Jun 2023 - 31 Dec 2024 (1y 7m),"$69.99, €69.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 4.1 42 ratings
76415,76415:  The Battle of Hogwarts,1 Jun 2023 - 31 Dec 2024 (1y 7m),"$79.99, €84.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 3.7 73 ratings
76416,76416:  Quidditch Trunk,1 Jun 2023 - 31 Dec 2024 (1y 7m),"$67.99, €69.99 | More",Precio nuevo no disponible,Precio usado no disponible,
76417,76417:  Gringotts Wizarding Bank - Collectors' Edition,1 Sep 2023 - {t.b.a},"$429.99, €429.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✭ 4.6 64 ratings Brickset review
76418,76418:  LEGO Harry Potter Advent Calendar,1 Sep 2023 - 31 Dec 2023 (3m 29d),"$44.99, €37.99 | More",~€18.21,~€13.92,✭✭✭✭✩ 3.7 59 ratings
76419,76419:  Hogwarts Castle and Grounds,1 Sep 2023 - {t.b.a},"$169.99, €169.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✭ 4.5 90 ratings Brickset review
76420,76420:  Triwizard Tournament: The Black Lake,1 Mar 2023 - 31 Dec 2024 (1y 10m 1d),"$44.99, €44.99 | More",Precio nuevo no disponible,Precio usado no disponible,✭✭✭✭✩ 4.1 105 ratings 1 review Brickset review
