,Código del Set,Nombre del Set,Fecha de Lanzamiento,Año de Lanzamiento,PVP $,Precio como Nuevo $,Precio como Usado $,Valoración de Usuarios,Porcentaje como nuevo,Porcentaje como usado
137,76422,Diagon Alley: Weasleys' Wizard Wheezes,1 Jun 2023 - 31 Dec 2024 (1y 7m),2023,89.99,,,✭✭✭✭✩ 3.8 28 ratings 1 review,,
138,76423,Hogwarts Express & Hogsmeade Station,1 Jun 2023 - {t.b.a},2023,129.99,,,✭✭✭✭✭ 4.3 37 ratings,,
139,76424,Flying Ford Anglia,1 Mar 2024 - {t.b.a},2024,14.99,,,✭✭✭✭✩ 3.9 66 ratings 1 review Brickset review,,
140,76425,Hedwig at 4 Privet Drive,1 Mar 2024 - {t.b.a},2024,19.99,,,,,
141,76426,Hogwarts Castle Boathouse,1 Mar 2024 - {t.b.a},2024,37.99,,,✭✭✭✭✩ 4.0 34 ratings 1 review,,
142,76427,Buckbeak ,1 Jun 2024 - {t.b.a},2024,59.99,,,,,
143,76428,Hagrid's Hut: An Unexpected Visit,1 Mar 2024 - {t.b.a},2024,74.99,,,✭✭✭✭✩ 4.2 35 ratings Brickset review,,
144,76429,Talking Sorting Hat,1 Mar 2024 - {t.b.a},2024,99.99,,,,,
145,76430,Hogwarts Castle Owlery,1 Mar 2024 - {t.b.a},2024,44.99,,,✭✭✭✭✩ 4.1 32 ratings Brickset review,,
146,76431,Hogwarts Castle: Potions Class,1 Jun 2024 - {t.b.a},2024,39.99,,,Brickset review,,
147,76432,Forbidden Forest: Magical Creatures,1 Mar 2024 - 31 Dec 2024 (10m),2024,29.99,,,✭✭✭✭✩ 3.6 22 ratings Brickset review,,
148,76433,Mandrake ,1 Jun 2024 - {t.b.a},2024,69.99,,,Brickset review,,
149,76434,Aragog in the Forbidden Forest ,1 Jun 2024 - {t.b.a},2024,19.99,,,✭✭✭✭✩ 4.0 26 ratings Brickset review,,
150,76435,Hogwarts Castle: The Great Hall ,1 Jun 2024 - {t.b.a},2024,199.99,,,,,
151,76437,The Burrow - Collectors' Edition,1 Sep 2024 - {t.b.a},2024,259.99,,,Brickset review,,
152,76438,Harry Potter Advent Calendar 2024,1 Sep 2024 - 31 Dec 2024 (3m 29d),2024,44.99,,,,,
153,76439,Ollivanders & Madam Malkin's Robes,1 Jun 2024 - {t.b.a},2024,89.99,,,Brickset review,,
154,76440,Triwizard Tournament: The Arrival,1 Jun 2024 - {t.b.a},2024,139.99,,,✭✭✭✭✭ 4.3 23 ratings Brickset review,,
155,5005254,Harry Potter Minifigure Collection,Año no disponible,2018,,35.563,23.771,✭✭✭✭✭ 4.3 218 ratings 2 reviews Brickset review,,
156,6268521,Harry Potter Mosaic,Año no disponible,2018,,,,,,
157,6268522,Hermione Granger Mosaic,Año no disponible,2018,,,,,,
158,6385434,Golden Snitch,Año no disponible,2022,,,,,,
159,6482525,Wand,Año no disponible,2023,,,,,,
160,6508942,Hagrid's Hut,Año no disponible,2024,,,,,,
161,6541140,Platform 9 3/4,Año no disponible,2024,,30.613,,,,
162,6545695,Hogwarts Express,Año no disponible,2024,,,,,,
163,,Hogwarts Express,Año no disponible,,,,,,,
164,,Harry Potter Minifigure Collection Gallery 1,Año no disponible,,,130.20700000000002,,,,
165,,Harry Potter Minifigure Collection Gallery 2,Año no disponible,,,130.20700000000002,,,,
166,,Harry Potter Minifigure Collection Gallery 3,Año no disponible,,,204.10500000000002,,,,
167,,Harry Potter Minifigure Collection Gallery 4,Año no disponible,,,130.20700000000002,,,,
168,,Harry Potter Minifigure,Año no disponible,,0.0,,,,,
169,,Wand,Año no disponible,,3.99,,,,,
170,,Harry Potter Coca Cola Gift Set,Año no disponible,,,383.79,,,,
171,,Knight Bus,Año no disponible,,,,,,,
172,,Voldemort,Año no disponible,,0.0,,,,,
173,,Golden Snitch,Año no disponible,,,10.439000000000002,12.441,,,
174,,Quidditch Tower (TRU Event Exclusive),Año no disponible,,,,24.178,1 review,,
175,,The Weasleys' car,Año no disponible,,,,14.949000000000002,,,
